country_region_code,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
GB,2020-06-16,Tuesday,,Retail and Recreation,-94,-46,-46,-25,7,78
GB,2020-06-16,Tuesday,,Grocery and Pharmacy,-75,-11,-11,12,6,52
GB,2020-06-16,Tuesday,,Parks,-76,59,52,204,37,2006
GB,2020-06-16,Tuesday,,Transit Stations,-86,-41,-42,12,16,281
GB,2020-06-16,Tuesday,,Workplaces,-75,-49,-48,-29,7,56
GB,2020-06-16,Tuesday,,Residential,9,18,18,30,3,11
GB,2020-06-17,Wednesday,,Retail and Recreation,-94,-49,-47,-32,7,75
GB,2020-06-17,Wednesday,,Grocery and Pharmacy,-77,-12,-12,12,6,57
GB,2020-06-17,Wednesday,,Parks,-79,41,39,262,28,1373
GB,2020-06-17,Wednesday,,Transit Stations,-85,-42,-43,2,16,263
GB,2020-06-17,Wednesday,,Workplaces,-75,-49,-48,-28,7,55
GB,2020-06-17,Wednesday,,Residential,10,19,18,32,3,13
GB,2020-06-18,Thursday,,Retail and Recreation,-95,-51,-51,-24,9,83
GB,2020-06-18,Thursday,,Grocery and Pharmacy,-76,-13,-13,7,6,55
GB,2020-06-18,Thursday,,Parks,-82,9,3,165,34,1345
GB,2020-06-18,Thursday,,Transit Stations,-88,-47,-48,-3,15,212
GB,2020-06-18,Thursday,,Workplaces,-77,-50,-49,-33,6,51
GB,2020-06-18,Thursday,,Residential,12,20,20,33,3,13
GB,2020-06-19,Friday,,Retail and Recreation,-94,-51,-50,-31,7,68
GB,2020-06-19,Friday,,Grocery and Pharmacy,-71,-10,-9,14,6,49
GB,2020-06-19,Friday,,Parks,-78,30,26,208,30,1225
GB,2020-06-19,Friday,,Transit Stations,-88,-42,-43,7,15,244
GB,2020-06-19,Friday,,Workplaces,-71,-48,-47,-31,6,46
GB,2020-06-19,Friday,,Residential,11,19,18,31,3,9
GB,2020-06-20,Saturday,,Retail and Recreation,-90,-54,-54,-27,7,67
GB,2020-06-20,Saturday,,Grocery and Pharmacy,-50,-6,-6,22,7,71
GB,2020-06-20,Saturday,,Parks,-63,60,59,353,37,1886
GB,2020-06-20,Saturday,,Transit Stations,-91,-29,-31,55,18,416
GB,2020-06-20,Saturday,,Workplaces,-38,-19,-18,-6,4,27
GB,2020-06-20,Saturday,,Residential,5,9,9,12,1,1
GB,2020-06-21,Sunday,,Retail and Recreation,-90,-57,-57,-32,7,61
GB,2020-06-21,Sunday,,Grocery and Pharmacy,-57,-14,-15,9,7,61
GB,2020-06-21,Sunday,,Parks,-66,42,42,245,34,1471
GB,2020-06-21,Sunday,,Transit Stations,-91,-29,-30,87,19,550
GB,2020-06-21,Sunday,,Workplaces,-40,-12,-10,5,6,54
GB,2020-06-21,Sunday,,Residential,4,7,7,12,1,2
GB,2020-06-22,Monday,,Retail and Recreation,-93,-43,-42,-23,8,80
GB,2020-06-22,Monday,,Grocery and Pharmacy,-74,-12,-12,11,6,49
GB,2020-06-22,Monday,,Parks,-70,78,78,286,47,3112
GB,2020-06-22,Monday,,Transit Stations,-87,-38,-40,34,17,317
GB,2020-06-22,Monday,,Workplaces,-76,-49,-48,-29,7,55
GB,2020-06-22,Monday,,Residential,9,17,16,27,3,9
GB,2020-06-23,Tuesday,,Retail and Recreation,-94,-44,-43,-26,7,79
GB,2020-06-23,Tuesday,,Grocery and Pharmacy,-74,-8,-7,21,6,57
GB,2020-06-23,Tuesday,,Parks,-70,95,93,266,56,3348
GB,2020-06-23,Tuesday,,Transit Stations,-85,-37,-38,35,18,357
GB,2020-06-23,Tuesday,,Workplaces,-76,-49,-48,-31,7,54
GB,2020-06-23,Tuesday,,Residential,8,17,16,27,3,10
GB,2020-06-24,Wednesday,,Retail and Recreation,-94,-46,-46,-23,7,82
GB,2020-06-24,Wednesday,,Grocery and Pharmacy,-72,-5,-5,22,6,67
GB,2020-06-24,Wednesday,,Parks,-70,96,86,370,51,4061
GB,2020-06-24,Wednesday,,Transit Stations,-84,-35,-37,41,19,386
GB,2020-06-24,Wednesday,,Workplaces,-73,-48,-47,-31,7,51
GB,2020-06-24,Wednesday,,Residential,8,17,16,27,3,10
GB,2020-06-25,Thursday,,Retail and Recreation,-94,-46,-46,-20,7,82
GB,2020-06-25,Thursday,,Grocery and Pharmacy,-73,-3,-3,25,6,67
GB,2020-06-25,Thursday,,Parks,-73,101,89,439,49,4884
GB,2020-06-25,Thursday,,Transit Stations,-87,-35,-37,29,19,411
GB,2020-06-25,Thursday,,Workplaces,-75,-48,-47,-32,6,51
GB,2020-06-25,Thursday,,Residential,8,17,16,27,3,10
GB,2020-06-26,Friday,,Retail and Recreation,-94,-49,-48,-32,7,68
GB,2020-06-26,Friday,,Grocery and Pharmacy,-71,-7,-6,20,6,52
GB,2020-06-26,Friday,,Parks,-72,60,54,239,41,2065
GB,2020-06-26,Friday,,Transit Stations,-87,-38,-38,19,16,295
GB,2020-06-26,Friday,,Workplaces,-74,-47,-46,-32,6,46
GB,2020-06-26,Friday,,Residential,10,17,17,27,3,8
GB,2020-06-27,Saturday,,Retail and Recreation,-92,-56,-55,-35,7,64
GB,2020-06-27,Saturday,,Grocery and Pharmacy,-57,-13,-13,13,4,50
GB,2020-06-27,Saturday,,Parks,-77,0,-2,116,22,635
GB,2020-06-27,Saturday,,Transit Stations,-89,-39,-40,18,13,259
GB,2020-06-27,Saturday,,Workplaces,-42,-23,-22,-11,4,24
GB,2020-06-27,Saturday,,Residential,7,11,11,15,1,2
GB,2020-06-28,Sunday,,Retail and Recreation,-90,-55,-54,-23,6,64
GB,2020-06-28,Sunday,,Grocery and Pharmacy,-52,-17,-17,15,6,51
GB,2020-06-28,Sunday,,Parks,-64,27,28,195,44,1762
GB,2020-06-28,Sunday,,Transit Stations,-90,-33,-35,75,19,467
GB,2020-06-28,Sunday,,Workplaces,-41,-16,-15,1,6,43
GB,2020-06-28,Sunday,,Residential,5,8,7,13,1,2
GB,2020-06-29,Monday,,Retail and Recreation,-93,-42,-41,-19,7,85
GB,2020-06-29,Monday,,Grocery and Pharmacy,-74,-13,-12,9,4,48
GB,2020-06-29,Monday,,Parks,-74,29,26,140,34,1356
GB,2020-06-29,Monday,,Transit Stations,-86,-40,-41,4,16,267
GB,2020-06-29,Monday,,Workplaces,-74,-47,-46,-29,7,57
GB,2020-06-29,Monday,,Residential,10,17,16,28,3,10
GB,2020-06-30,Tuesday,,Retail and Recreation,-93,-41,-40,-10,9,95
GB,2020-06-30,Tuesday,,Grocery and Pharmacy,-76,-9,-9,18,6,60
GB,2020-06-30,Tuesday,,Parks,-78,39,35,187,36,1287
GB,2020-06-30,Tuesday,,Transit Stations,-85,-39,-39,31,19,316
GB,2020-06-30,Tuesday,,Workplaces,-74,-47,-46,-29,7,60
GB,2020-06-30,Tuesday,,Residential,8,17,17,29,3,13
GB,2020-07-01,Wednesday,,Retail and Recreation,-92,-43,-42,-14,7,84
GB,2020-07-01,Wednesday,,Grocery and Pharmacy,-75,-11,-11,12,4,50
GB,2020-07-01,Wednesday,,Parks,-74,42,39,236,30,1334
GB,2020-07-01,Wednesday,,Transit Stations,-82,-39,-39,8,18,272
GB,2020-07-01,Wednesday,,Workplaces,-71,-46,-45,-29,7,56
GB,2020-07-01,Wednesday,,Residential,9,17,17,29,3,12
GB,2020-07-02,Thursday,,Retail and Recreation,-93,-43,-42,-10,7,87
GB,2020-07-02,Thursday,,Grocery and Pharmacy,-75,-9,-9,16,4,54
GB,2020-07-02,Thursday,,Parks,-78,44,43,211,30,1144
GB,2020-07-02,Thursday,,Transit Stations,-84,-38,-39,11,18,294
GB,2020-07-02,Thursday,,Workplaces,-74,-47,-46,-28,7,55
GB,2020-07-02,Thursday,,Residential,9,17,17,30,3,12
GB,2020-07-03,Friday,,Retail and Recreation,-92,-47,-46,-26,7,74
GB,2020-07-03,Friday,,Grocery and Pharmacy,-71,-11,-10,15,6,54
GB,2020-07-03,Friday,,Parks,-69,31,26,261,36,1853
GB,2020-07-03,Friday,,Transit Stations,-84,-39,-40,9,15,254
GB,2020-07-03,Friday,,Workplaces,-72,-46,-45,-30,6,48
GB,2020-07-03,Friday,,Residential,11,17,17,28,3,7
GB,2020-07-04,Saturday,,Retail and Recreation,-85,-48,-47,-13,6,71
GB,2020-07-04,Saturday,,Grocery and Pharmacy,-54,-12,-13,28,6,64
GB,2020-07-04,Saturday,,Parks,-69,23,25,182,30,1149
GB,2020-07-04,Saturday,,Transit Stations,-85,-28,-29,51,18,395
GB,2020-07-04,Saturday,,Workplaces,-38,-16,-15,-3,6,33
GB,2020-07-04,Saturday,,Residential,5,8,8,13,1,2
GB,2020-07-05,Sunday,,Retail and Recreation,-84,-45,-45,23,7,94
GB,2020-07-05,Sunday,,Grocery and Pharmacy,-52,-16,-16,50,7,77
GB,2020-07-05,Sunday,,Parks,-56,59,57,273,39,2108
GB,2020-07-05,Sunday,,Transit Stations,-87,-22,-24,77,22,554
GB,2020-07-05,Sunday,,Workplaces,-39,-13,-12,2,6,41
GB,2020-07-05,Sunday,,Residential,3,5,5,11,1,1
GB,2020-07-06,Monday,,Retail and Recreation,-89,-32,-31,23,7,121
GB,2020-07-06,Monday,,Grocery and Pharmacy,-74,-9,-10,34,6,76
GB,2020-07-06,Monday,,Parks,-70,81,78,276,37,2190
GB,2020-07-06,Monday,,Transit Stations,-84,-29,-31,52,21,453
GB,2020-07-06,Monday,,Workplaces,-72,-46,-45,-30,7,58
GB,2020-07-06,Monday,,Residential,8,14,14,25,3,10
GB,2020-07-07,Tuesday,,Retail and Recreation,-90,-35,-35,19,7,120
GB,2020-07-07,Tuesday,,Grocery and Pharmacy,-75,-10,-11,31,6,84
GB,2020-07-07,Tuesday,,Parks,-72,55,48,254,49,2694
GB,2020-07-07,Tuesday,,Transit Stations,-81,-33,-36,34,18,388
GB,2020-07-07,Tuesday,,Workplaces,-74,-47,-46,-28,7,57
GB,2020-07-07,Tuesday,,Residential,8,15,15,27,3,11
GB,2020-07-08,Wednesday,,Retail and Recreation,-91,-38,-37,15,7,116
GB,2020-07-08,Wednesday,,Grocery and Pharmacy,-75,-12,-12,31,6,76
GB,2020-07-08,Wednesday,,Parks,-75,33,26,275,31,1887
GB,2020-07-08,Wednesday,,Transit Stations,-81,-35,-37,24,21,364
GB,2020-07-08,Wednesday,,Workplaces,-71,-46,-45,-28,7,57
GB,2020-07-08,Wednesday,,Residential,9,16,16,28,3,13
GB,2020-07-09,Thursday,,Retail and Recreation,-91,-37,-37,6,7,115
GB,2020-07-09,Thursday,,Grocery and Pharmacy,-74,-9,-10,26,6,80
GB,2020-07-09,Thursday,,Parks,-74,41,35,243,34,1933
GB,2020-07-09,Thursday,,Transit Stations,-83,-34,-35,25,19,380
GB,2020-07-09,Thursday,,Workplaces,-71,-46,-45,-30,7,54
GB,2020-07-09,Thursday,,Residential,9,16,15,27,3,12
GB,2020-07-10,Friday,,Retail and Recreation,-90,-38,-37,15,7,102
GB,2020-07-10,Friday,,Grocery and Pharmacy,-70,-8,-8,35,6,76
GB,2020-07-10,Friday,,Parks,-66,77,72,303,43,2667
GB,2020-07-10,Friday,,Transit Stations,-83,-27,-29,59,22,497
GB,2020-07-10,Friday,,Workplaces,-69,-44,-43,-31,6,48
GB,2020-07-10,Friday,,Residential,8,14,13,24,3,8
GB,2020-07-11,Saturday,,Retail and Recreation,-84,-42,-42,35,7,119
GB,2020-07-11,Saturday,,Grocery and Pharmacy,-51,-8,-10,65,7,119
GB,2020-07-11,Saturday,,Parks,-49,81,75,366,40,2850
GB,2020-07-11,Saturday,,Transit Stations,-83,-14,-16,113,25,740
GB,2020-07-11,Saturday,,Workplaces,-33,-13,-12,5,4,29
GB,2020-07-11,Saturday,,Residential,1,5,5,10,1,1
GB,2020-07-12,Sunday,,Retail and Recreation,-83,-38,-40,66,10,194
GB,2020-07-12,Sunday,,Grocery and Pharmacy,-49,-12,-14,78,7,145
GB,2020-07-12,Sunday,,Parks,-43,108,99,498,42,3775
GB,2020-07-12,Sunday,,Transit Stations,-84,-6,-9,128,30,1031
GB,2020-07-12,Sunday,,Workplaces,-32,-9,-8,7,4,35
GB,2020-07-12,Sunday,,Residential,1,3,3,8,1,1
GB,2020-07-13,Monday,,Retail and Recreation,-89,-30,-30,43,7,147
GB,2020-07-13,Monday,,Grocery and Pharmacy,-74,-9,-10,41,6,101
GB,2020-07-13,Monday,,Parks,-60,73,62,317,44,3337
GB,2020-07-13,Monday,,Transit Stations,-81,-29,-32,46,19,474
GB,2020-07-13,Monday,,Workplaces,-76,-46,-45,-28,7,70
GB,2020-07-13,Monday,,Residential,7,14,13,24,3,9
GB,2020-07-14,Tuesday,,Retail and Recreation,-89,-30,-30,35,7,143
GB,2020-07-14,Tuesday,,Grocery and Pharmacy,-73,-9,-9,35,6,94
GB,2020-07-14,Tuesday,,Parks,-65,79,75,327,33,2749
GB,2020-07-14,Tuesday,,Transit Stations,-80,-30,-32,47,22,465
GB,2020-07-14,Tuesday,,Workplaces,-72,-46,-45,-29,7,63
GB,2020-07-14,Tuesday,,Residential,7,15,14,25,3,11
GB,2020-07-15,Wednesday,,Retail and Recreation,-88,-27,-27,34,7,153
GB,2020-07-15,Wednesday,,Grocery and Pharmacy,-73,-10,-11,33,6,87
GB,2020-07-15,Wednesday,,Parks,-64,57,50,308,37,2554
GB,2020-07-15,Wednesday,,Transit Stations,-79,-37,-38,23,18,311
GB,2020-07-15,Wednesday,,Workplaces,-69,-44,-43,-28,7,55
GB,2020-07-15,Wednesday,,Residential,8,15,14,26,3,10
GB,2020-07-16,Thursday,,Retail and Recreation,-88,-24,-24,44,7,171
GB,2020-07-16,Thursday,,Grocery and Pharmacy,-73,-7,-8,38,6,87
GB,2020-07-16,Thursday,,Parks,-67,89,81,351,40,3344
GB,2020-07-16,Thursday,,Transit Stations,-80,-33,-35,33,19,401
GB,2020-07-16,Thursday,,Workplaces,-69,-44,-43,-28,7,56
GB,2020-07-16,Thursday,,Residential,7,14,14,24,3,10
GB,2020-07-17,Friday,,Retail and Recreation,-88,-27,-27,50,7,161
GB,2020-07-17,Friday,,Grocery and Pharmacy,-69,-7,-8,54,6,94
GB,2020-07-17,Friday,,Parks,-58,103,92,421,47,4351
GB,2020-07-17,Friday,,Transit Stations,-79,-29,-32,61,19,455
GB,2020-07-17,Friday,,Workplaces,-68,-43,-42,-29,7,49
GB,2020-07-17,Friday,,Residential,7,13,12,21,3,7
GB,2020-07-18,Saturday,,Retail and Recreation,-80,-34,-35,61,9,179
GB,2020-07-18,Saturday,,Grocery and Pharmacy,-49,-9,-11,77,7,145
GB,2020-07-18,Saturday,,Parks,-44,67,60,390,54,3965
GB,2020-07-18,Saturday,,Transit Stations,-79,-21,-25,105,19,586
GB,2020-07-18,Saturday,,Workplaces,-30,-12,-12,4,4,25
GB,2020-07-18,Saturday,,Residential,2,5,5,10,1,1
GB,2020-07-19,Sunday,,Retail and Recreation,-81,-28,-31,100,12,331
GB,2020-07-19,Sunday,,Grocery and Pharmacy,-53,-13,-16,90,9,180
GB,2020-07-19,Sunday,,Parks,-54,77,71,475,46,3567
GB,2020-07-19,Sunday,,Transit Stations,-82,-17,-20,103,24,770
GB,2020-07-19,Sunday,,Workplaces,-30,-9,-8,6,4,32
GB,2020-07-19,Sunday,,Residential,0,3,3,7,1,2
GB,2020-07-20,Monday,,Retail and Recreation,-87,-18,-20,73,9,240
GB,2020-07-20,Monday,,Grocery and Pharmacy,-72,-7,-8,54,6,131
GB,2020-07-20,Monday,,Parks,-59,113,101,395,53,5480
GB,2020-07-20,Monday,,Transit Stations,-79,-29,-31,66,21,547
GB,2020-07-20,Monday,,Workplaces,-68,-45,-44,-26,7,55
GB,2020-07-20,Monday,,Residential,6,13,12,22,3,9
GB,2020-07-21,Tuesday,,Retail and Recreation,-87,-20,-21,65,9,240
GB,2020-07-21,Tuesday,,Grocery and Pharmacy,-71,-7,-9,49,7,126
GB,2020-07-21,Tuesday,,Parks,-60,116,103,427,50,5461
GB,2020-07-21,Tuesday,,Transit Stations,-78,-30,-33,67,21,520
GB,2020-07-21,Tuesday,,Workplaces,-68,-45,-44,-28,7,54
GB,2020-07-21,Tuesday,,Residential,6,13,13,24,3,10
GB,2020-07-22,Wednesday,,Retail and Recreation,-87,-22,-23,59,9,214
GB,2020-07-22,Wednesday,,Grocery and Pharmacy,-70,-9,-10,46,6,107
GB,2020-07-22,Wednesday,,Parks,-57,92,82,392,55,4542
GB,2020-07-22,Wednesday,,Transit Stations,-78,-32,-35,50,19,429
GB,2020-07-22,Wednesday,,Workplaces,-67,-45,-44,-29,6,51
GB,2020-07-22,Wednesday,,Residential,7,14,13,24,3,9
GB,2020-07-23,Thursday,,Retail and Recreation,-88,-22,-23,61,9,200
GB,2020-07-23,Thursday,,Grocery and Pharmacy,-71,-6,-7,47,6,109
GB,2020-07-23,Thursday,,Parks,-61,86,75,410,55,4203
GB,2020-07-23,Thursday,,Transit Stations,-79,-33,-36,42,19,406
GB,2020-07-23,Thursday,,Workplaces,-68,-46,-45,-30,6,50
GB,2020-07-23,Thursday,,Residential,6,14,13,24,3,8
GB,2020-07-24,Friday,,Retail and Recreation,-87,-26,-26,63,9,184
GB,2020-07-24,Friday,,Grocery and Pharmacy,-69,-10,-12,52,6,106
GB,2020-07-24,Friday,,Parks,-55,105,95,459,42,4299
GB,2020-07-24,Friday,,Transit Stations,-76,-27,-30,76,21,523
GB,2020-07-24,Friday,,Workplaces,-68,-44,-44,-30,6,45
GB,2020-07-24,Friday,,Residential,7,12,12,22,3,7
GB,2020-07-25,Saturday,,Retail and Recreation,-79,-34,-35,55,9,160
GB,2020-07-25,Saturday,,Grocery and Pharmacy,-53,-12,-15,70,7,162
GB,2020-07-25,Saturday,,Parks,-68,32,19,349,33,2833
GB,2020-07-25,Saturday,,Transit Stations,-74,-24,-27,114,21,551
GB,2020-07-25,Saturday,,Workplaces,-30,-14,-13,-1,4,21
GB,2020-07-25,Saturday,,Residential,2,6,6,10,1,2
GB,2020-07-26,Sunday,,Retail and Recreation,-76,-25,-29,112,12,335
GB,2020-07-26,Sunday,,Grocery and Pharmacy,-49,-14,-17,93,7,167
GB,2020-07-26,Sunday,,Parks,-43,80,67,455,36,3433
GB,2020-07-26,Sunday,,Transit Stations,-76,-14,-17,116,24,745
GB,2020-07-26,Sunday,,Workplaces,-26,-7,-7,7,4,31
GB,2020-07-26,Sunday,,Residential,1,3,3,6,1,1
GB,2020-07-27,Monday,,Retail and Recreation,-87,-23,-25,64,7,207
GB,2020-07-27,Monday,,Grocery and Pharmacy,-74,-12,-13,47,6,134
GB,2020-07-27,Monday,,Parks,-67,40,24,346,30,3614
GB,2020-07-27,Monday,,Transit Stations,-78,-36,-38,44,18,390
GB,2020-07-27,Monday,,Workplaces,-71,-50,-48,-34,6,49
GB,2020-07-27,Monday,,Residential,8,14,14,24,3,8
GB,2020-07-28,Tuesday,,Retail and Recreation,-87,-17,-19,86,9,263
GB,2020-07-28,Tuesday,,Grocery and Pharmacy,-71,-7,-9,54,6,131
GB,2020-07-28,Tuesday,,Parks,-61,104,92,474,47,5776
GB,2020-07-28,Tuesday,,Transit Stations,-78,-31,-33,58,19,469
GB,2020-07-28,Tuesday,,Workplaces,-70,-47,-46,-32,6,51
GB,2020-07-28,Tuesday,,Residential,7,13,13,24,3,9
GB,2020-07-29,Wednesday,,Retail and Recreation,-86,-17,-18,81,9,261
GB,2020-07-29,Wednesday,,Grocery and Pharmacy,-70,-7,-9,57,6,128
GB,2020-07-29,Wednesday,,Parks,-55,110,97,486,46,5328
GB,2020-07-29,Wednesday,,Transit Stations,-77,-29,-32,61,21,506
GB,2020-07-29,Wednesday,,Workplaces,-69,-46,-45,-32,6,48
GB,2020-07-29,Wednesday,,Residential,6,13,12,23,3,9
GB,2020-07-30,Thursday,,Retail and Recreation,-85,-15,-17,90,9,285
GB,2020-07-30,Thursday,,Grocery and Pharmacy,-71,-4,-5,60,7,129
GB,2020-07-30,Thursday,,Parks,-60,117,101,561,54,6930
GB,2020-07-30,Thursday,,Transit Stations,-77,-29,-32,113,21,569
GB,2020-07-30,Thursday,,Workplaces,-69,-47,-46,-33,6,48
GB,2020-07-30,Thursday,,Residential,6,13,12,22,3,8
GB,2020-07-31,Friday,,Retail and Recreation,-85,-22,-25,94,12,299
GB,2020-07-31,Friday,,Grocery and Pharmacy,-70,-7,-10,75,7,168
GB,2020-07-31,Friday,,Parks,-58,115,89,618,53,9104
GB,2020-07-31,Friday,,Transit Stations,-75,-23,-28,128,24,729
GB,2020-07-31,Friday,,Workplaces,-70,-47,-46,-32,6,44
GB,2020-07-31,Friday,,Residential,6,11,11,18,3,5
GB,2020-08-01,Saturday,,Retail and Recreation,-75,-28,-30,86,10,256
GB,2020-08-01,Saturday,,Grocery and Pharmacy,-49,-9,-12,93,9,204
GB,2020-08-01,Saturday,,Parks,-49,78,65,512,43,4578
GB,2020-08-01,Saturday,,Transit Stations,-65,-15,-21,153,21,772
GB,2020-08-01,Saturday,,Workplaces,-28,-12,-12,-1,4,23
GB,2020-08-01,Saturday,,Residential,1,3,3,6,1,1
GB,2020-08-02,Sunday,,Retail and Recreation,-75,-19,-24,140,15,435
GB,2020-08-02,Sunday,,Grocery and Pharmacy,-45,-12,-15,103,7,202
GB,2020-08-02,Sunday,,Parks,-45,90,78,524,38,3729
GB,2020-08-02,Sunday,,Transit Stations,-69,-10,-15,120,24,862
GB,2020-08-02,Sunday,,Workplaces,-27,-7,-7,6,4,28
GB,2020-08-02,Sunday,,Residential,0,2,2,5,0,1
GB,2020-08-03,Monday,,Retail and Recreation,-83,-6,-9,124,10,383
GB,2020-08-03,Monday,,Grocery and Pharmacy,-72,-8,-10,69,6,167
GB,2020-08-03,Monday,,Parks,-67,110,95,456,46,5902
GB,2020-08-03,Monday,,Transit Stations,-77,-26,-29,75,22,617
GB,2020-08-03,Monday,,Workplaces,-70,-48,-47,-31,6,50
GB,2020-08-03,Monday,,Residential,6,11,11,21,3,8
GB,2020-08-04,Tuesday,,Retail and Recreation,-83,-9,-11,120,10,354
GB,2020-08-04,Tuesday,,Grocery and Pharmacy,-71,-10,-12,65,6,151
GB,2020-08-04,Tuesday,,Parks,-59,90,76,557,52,6525
GB,2020-08-04,Tuesday,,Transit Stations,-77,-31,-34,108,18,500
GB,2020-08-04,Tuesday,,Workplaces,-71,-48,-47,-32,6,49
GB,2020-08-04,Tuesday,,Residential,6,13,12,22,3,7
GB,2020-08-05,Wednesday,,Retail and Recreation,-81,-7,-9,111,10,345
GB,2020-08-05,Wednesday,,Grocery and Pharmacy,-70,-10,-13,65,7,142
GB,2020-08-05,Wednesday,,Parks,-57,91,77,546,50,5884
GB,2020-08-05,Wednesday,,Transit Stations,-76,-32,-35,52,19,409
GB,2020-08-05,Wednesday,,Workplaces,-68,-46,-45,-30,6,47
GB,2020-08-05,Wednesday,,Residential,6,13,12,22,3,7
GB,2020-08-06,Thursday,,Retail and Recreation,-83,-13,-16,109,10,361
GB,2020-08-06,Thursday,,Grocery and Pharmacy,-70,-6,-9,69,7,154
GB,2020-08-06,Thursday,,Parks,-59,114,99,613,47,7191
GB,2020-08-06,Thursday,,Transit Stations,-77,-29,-32,62,21,552
GB,2020-08-06,Thursday,,Workplaces,-69,-47,-46,-32,6,49
GB,2020-08-06,Thursday,,Residential,5,12,12,22,3,9
GB,2020-08-07,Friday,,Retail and Recreation,-83,-20,-23,93,12,305
GB,2020-08-07,Friday,,Grocery and Pharmacy,-68,-8,-11,73,7,150
GB,2020-08-07,Friday,,Parks,-58,113,90,623,48,8991
GB,2020-08-07,Friday,,Transit Stations,-75,-26,-30,89,21,646
GB,2020-08-07,Friday,,Workplaces,-68,-46,-46,-31,6,45
GB,2020-08-07,Friday,,Residential,5,11,10,19,3,7
GB,2020-08-08,Saturday,,Retail and Recreation,-74,-27,-31,96,12,327
GB,2020-08-08,Saturday,,Grocery and Pharmacy,-49,-9,-13,101,9,241
GB,2020-08-08,Saturday,,Parks,-50,90,70,537,46,5787
GB,2020-08-08,Saturday,,Transit Stations,-64,-14,-22,156,23,957
GB,2020-08-08,Saturday,,Workplaces,-27,-11,-11,2,4,22
GB,2020-08-08,Saturday,,Residential,-2,3,3,10,1,1
GB,2020-08-09,Sunday,,Retail and Recreation,-73,-18,-24,143,16,547
GB,2020-08-09,Sunday,,Grocery and Pharmacy,-47,-11,-16,104,7,243
GB,2020-08-09,Sunday,,Parks,-48,95,76,484,46,5265
GB,2020-08-09,Sunday,,Transit Stations,-67,-11,-16,113,23,953
GB,2020-08-09,Sunday,,Workplaces,-25,-7,-7,11,4,28
GB,2020-08-09,Sunday,,Residential,-2,1,1,7,0,1
GB,2020-08-10,Monday,,Retail and Recreation,-80,-1,-5,132,12,452
GB,2020-08-10,Monday,,Grocery and Pharmacy,-71,-8,-11,74,6,185
GB,2020-08-10,Monday,,Parks,-58,108,88,492,47,7111
GB,2020-08-10,Monday,,Transit Stations,-75,-27,-30,68,21,619
GB,2020-08-10,Monday,,Workplaces,-70,-47,-46,-29,7,55
GB,2020-08-10,Monday,,Residential,5,11,10,19,3,8
GB,2020-08-11,Tuesday,,Retail and Recreation,-80,-2,-5,128,13,432
GB,2020-08-11,Tuesday,,Grocery and Pharmacy,-69,-8,-11,69,7,170
GB,2020-08-11,Tuesday,,Parks,-57,110,87,633,46,8573
GB,2020-08-11,Tuesday,,Transit Stations,-76,-29,-32,81,21,568
GB,2020-08-11,Tuesday,,Workplaces,-70,-47,-46,-31,7,55
GB,2020-08-11,Tuesday,,Residential,5,11,11,20,3,9
GB,2020-08-12,Wednesday,,Retail and Recreation,-80,-4,-7,123,13,402
GB,2020-08-12,Wednesday,,Grocery and Pharmacy,-68,-8,-11,69,7,158
GB,2020-08-12,Wednesday,,Parks,-56,91,70,608,42,6971
GB,2020-08-12,Wednesday,,Transit Stations,-76,-31,-34,56,19,458
GB,2020-08-12,Wednesday,,Workplaces,-70,-46,-45,-29,7,53
GB,2020-08-12,Wednesday,,Residential,5,12,11,21,3,10
GB,2020-08-13,Thursday,,Retail and Recreation,-83,-15,-17,104,10,344
GB,2020-08-13,Thursday,,Grocery and Pharmacy,-69,-7,-9,62,7,155
GB,2020-08-13,Thursday,,Parks,-64,82,62,546,42,6096
GB,2020-08-13,Thursday,,Transit Stations,-77,-31,-34,94,21,525
GB,2020-08-13,Thursday,,Workplaces,-71,-46,-45,-31,7,54
GB,2020-08-13,Thursday,,Residential,6,13,12,22,3,11
GB,2020-08-14,Friday,,Retail and Recreation,-83,-18,-20,88,10,273
GB,2020-08-14,Friday,,Grocery and Pharmacy,-70,-9,-11,58,7,152
GB,2020-08-14,Friday,,Parks,-62,77,60,480,45,5601
GB,2020-08-14,Friday,,Transit Stations,-75,-27,-31,130,21,619
GB,2020-08-14,Friday,,Workplaces,-68,-45,-44,-30,6,50
GB,2020-08-14,Friday,,Residential,5,11,11,21,3,8
GB,2020-08-15,Saturday,,Retail and Recreation,-71,-25,-28,80,10,262
GB,2020-08-15,Saturday,,Grocery and Pharmacy,-50,-11,-14,76,9,207
GB,2020-08-15,Saturday,,Parks,-65,54,36,422,47,5038
GB,2020-08-15,Saturday,,Transit Stations,-64,-19,-24,144,21,771
GB,2020-08-15,Saturday,,Workplaces,-29,-11,-11,5,4,24
GB,2020-08-15,Saturday,,Residential,-1,4,4,10,1,2
GB,2020-08-16,Sunday,,Retail and Recreation,-70,-22,-26,111,10,364
GB,2020-08-16,Sunday,,Grocery and Pharmacy,-47,-15,-18,77,7,176
GB,2020-08-16,Sunday,,Parks,-51,45,34,380,40,3128
GB,2020-08-16,Sunday,,Transit Stations,-66,-20,-24,93,19,589
GB,2020-08-16,Sunday,,Workplaces,-26,-8,-8,6,4,29
