country_region_code,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
GB,2020-10-17,Saturday,,Transit Stations,-71,-32,-34,32,13,230
GB,2020-10-17,Saturday,,Workplaces,-30,-8,-7,21,6,54
GB,2020-10-17,Saturday,,Residential,3,6,6,11,1,2
GB,2020-10-18,Sunday,,Retail and Recreation,-64,-24,-25,38,9,136
GB,2020-10-18,Sunday,,Grocery and Pharmacy,-41,-10,-11,37,6,60
GB,2020-10-18,Sunday,,Parks,-67,40,36,235,25,1020
GB,2020-10-18,Sunday,,Transit Stations,-75,-29,-30,45,16,284
GB,2020-10-18,Sunday,,Workplaces,-30,-7,-7,34,7,56
GB,2020-10-18,Sunday,,Residential,2,5,5,9,1,1
GB,2020-10-19,Monday,,Retail and Recreation,-78,-19,-19,38,7,127
GB,2020-10-19,Monday,,Grocery and Pharmacy,-66,-7,-8,26,6,72
GB,2020-10-19,Monday,,Parks,-77,37,32,239,28,1659
GB,2020-10-19,Monday,,Transit Stations,-76,-32,-35,31,15,264
GB,2020-10-19,Monday,,Workplaces,-63,-34,-33,-1,9,88
GB,2020-10-19,Monday,,Residential,5,11,11,21,3,9
GB,2020-10-20,Tuesday,,Retail and Recreation,-79,-20,-20,40,7,126
GB,2020-10-20,Tuesday,,Grocery and Pharmacy,-64,-6,-7,28,6,72
GB,2020-10-20,Tuesday,,Parks,-76,37,32,220,27,1313
GB,2020-10-20,Tuesday,,Transit Stations,-75,-34,-35,26,13,231
GB,2020-10-20,Tuesday,,Workplaces,-63,-34,-32,-2,9,86
GB,2020-10-20,Tuesday,,Residential,5,12,11,22,3,9
GB,2020-10-21,Wednesday,,Retail and Recreation,-81,-25,-25,16,6,105
GB,2020-10-21,Wednesday,,Grocery and Pharmacy,-66,-9,-9,21,7,75
GB,2020-10-21,Wednesday,,Parks,-81,2,-4,191,19,945
GB,2020-10-21,Wednesday,,Transit Stations,-75,-37,-37,6,13,176
GB,2020-10-21,Wednesday,,Workplaces,-61,-33,-32,-5,9,78
GB,2020-10-21,Wednesday,,Residential,6,13,12,24,3,10
GB,2020-10-22,Thursday,,Retail and Recreation,-78,-18,-18,42,9,137
GB,2020-10-22,Thursday,,Grocery and Pharmacy,-63,-4,-5,29,6,71
GB,2020-10-22,Thursday,,Parks,-76,42,36,266,30,1739
GB,2020-10-22,Thursday,,Transit Stations,-75,-33,-34,20,13,217
GB,2020-10-22,Thursday,,Workplaces,-61,-33,-31,-3,9,79
GB,2020-10-22,Thursday,,Residential,5,11,11,22,3,9
GB,2020-10-23,Friday,,Retail and Recreation,-78,-22,-22,30,9,111
GB,2020-10-23,Friday,,Grocery and Pharmacy,-62,-4,-5,30,6,65
GB,2020-10-23,Friday,,Parks,-74,27,23,237,24,1411
GB,2020-10-23,Friday,,Transit Stations,-74,-33,-34,33,13,210
GB,2020-10-23,Friday,,Workplaces,-60,-33,-32,-9,7,66
GB,2020-10-23,Friday,,Residential,6,11,11,21,3,7
GB,2020-10-24,Saturday,,Retail and Recreation,-81,-32,-30,31,9,214
GB,2020-10-24,Saturday,,Grocery and Pharmacy,-46,-10,-10,38,7,107
GB,2020-10-24,Saturday,,Parks,-79,-4,-6,184,24,984
GB,2020-10-24,Saturday,,Transit Stations,-79,-38,-39,60,12,231
GB,2020-10-24,Saturday,,Workplaces,-45,-11,-10,19,7,73
GB,2020-10-24,Saturday,,Residential,4,8,7,18,1,6
GB,2020-10-25,Sunday,,Retail and Recreation,-82,-24,-23,69,9,311
GB,2020-10-25,Sunday,,Grocery and Pharmacy,-42,-9,-10,65,6,111
GB,2020-10-25,Sunday,,Parks,-74,36,32,297,33,1863
GB,2020-10-25,Sunday,,Transit Stations,-78,-31,-31,27,15,304
GB,2020-10-25,Sunday,,Workplaces,-42,-8,-7,31,7,80
GB,2020-10-25,Sunday,,Residential,2,5,4,13,1,3
GB,2020-10-26,Monday,,Retail and Recreation,-77,-15,-14,64,10,305
GB,2020-10-26,Monday,,Grocery and Pharmacy,-66,-6,-7,44,7,112
GB,2020-10-26,Monday,,Parks,-73,51,44,310,44,3310
GB,2020-10-26,Monday,,Transit Stations,-76,-37,-38,27,15,265
GB,2020-10-26,Monday,,Workplaces,-65,-43,-43,-17,7,68
GB,2020-10-26,Monday,,Residential,6,12,12,22,3,8
GB,2020-10-27,Tuesday,,Retail and Recreation,-79,-19,-18,52,9,258
GB,2020-10-27,Tuesday,,Grocery and Pharmacy,-64,-7,-8,34,7,105
GB,2020-10-27,Tuesday,,Parks,-79,16,6,264,24,2057
GB,2020-10-27,Tuesday,,Transit Stations,-75,-40,-42,17,13,212
GB,2020-10-27,Tuesday,,Workplaces,-65,-43,-43,-19,9,67
GB,2020-10-27,Tuesday,,Residential,6,14,14,24,3,9
GB,2020-10-28,Wednesday,,Retail and Recreation,-78,-17,-16,66,9,285
GB,2020-10-28,Wednesday,,Grocery and Pharmacy,-63,-6,-7,42,7,107
GB,2020-10-28,Wednesday,,Parks,-75,33,27,332,30,2372
GB,2020-10-28,Wednesday,,Transit Stations,-74,-39,-39,24,15,230
GB,2020-10-28,Wednesday,,Workplaces,-64,-42,-42,-16,7,68
GB,2020-10-28,Wednesday,,Residential,7,13,13,23,3,9
GB,2020-10-29,Thursday,,Retail and Recreation,-80,-20,-18,35,10,247
GB,2020-10-29,Thursday,,Grocery and Pharmacy,-64,-7,-7,31,7,90
GB,2020-10-29,Thursday,,Parks,-79,9,-1,254,25,1920
GB,2020-10-29,Thursday,,Transit Stations,-76,-42,-43,11,13,199
GB,2020-10-29,Thursday,,Workplaces,-65,-43,-43,-19,7,67
GB,2020-10-29,Thursday,,Residential,6,14,14,24,3,10
GB,2020-10-30,Friday,,Retail and Recreation,-78,-21,-19,39,9,208
GB,2020-10-30,Friday,,Grocery and Pharmacy,-61,-3,-4,35,6,73
GB,2020-10-30,Friday,,Parks,-74,34,31,281,30,1933
GB,2020-10-30,Friday,,Transit Stations,-76,-37,-38,35,13,226
GB,2020-10-30,Friday,,Workplaces,-62,-41,-41,-16,7,65
GB,2020-10-30,Friday,,Residential,6,13,12,24,3,8
GB,2020-10-31,Saturday,,Retail and Recreation,-76,-33,-31,13,7,152
GB,2020-10-31,Saturday,,Grocery and Pharmacy,-37,-6,-6,29,6,70
GB,2020-10-31,Saturday,,Parks,-71,-9,-11,107,18,574
GB,2020-10-31,Saturday,,Transit Stations,-76,-39,-40,23,10,177
GB,2020-10-31,Saturday,,Workplaces,-43,-11,-10,16,7,65
GB,2020-10-31,Saturday,,Residential,4,8,7,16,1,4
GB,2020-11-01,Sunday,,Retail and Recreation,-77,-26,-23,20,7,212
GB,2020-11-01,Sunday,,Grocery and Pharmacy,-40,-12,-12,30,6,78
GB,2020-11-01,Sunday,,Parks,-72,-1,-2,98,19,527
GB,2020-11-01,Sunday,,Transit Stations,-75,-35,-34,11,13,217
GB,2020-11-01,Sunday,,Workplaces,-43,-8,-7,30,9,93
GB,2020-11-01,Sunday,,Residential,2,5,5,13,1,3
GB,2020-11-02,Monday,,Retail and Recreation,-75,-11,-8,25,10,239
GB,2020-11-02,Monday,,Grocery and Pharmacy,-64,-5,-4,28,7,84
GB,2020-11-02,Monday,,Parks,-82,15,13,165,21,756
GB,2020-11-02,Monday,,Transit Stations,-76,-35,-35,9,12,192
GB,2020-11-02,Monday,,Workplaces,-59,-32,-31,-3,7,73
GB,2020-11-02,Monday,,Residential,4,10,10,20,3,8
GB,2020-11-03,Tuesday,,Retail and Recreation,-73,-9,-5,23,10,262
GB,2020-11-03,Tuesday,,Grocery and Pharmacy,-60,-3,-3,33,7,73
GB,2020-11-03,Tuesday,,Parks,-76,14,11,213,21,721
GB,2020-11-03,Tuesday,,Transit Stations,-73,-33,-33,7,13,183
GB,2020-11-03,Tuesday,,Workplaces,-59,-31,-30,-5,9,73
GB,2020-11-03,Tuesday,,Residential,5,10,10,20,3,8
GB,2020-11-04,Wednesday,,Retail and Recreation,-70,-4,1,31,12,329
GB,2020-11-04,Wednesday,,Grocery and Pharmacy,-57,-2,-2,29,6,73
GB,2020-11-04,Wednesday,,Parks,-73,25,23,223,24,899
GB,2020-11-04,Wednesday,,Transit Stations,-73,-31,-31,9,13,214
GB,2020-11-04,Wednesday,,Workplaces,-58,-29,-28,-1,9,71
GB,2020-11-04,Wednesday,,Residential,3,9,9,21,3,9
GB,2020-11-05,Thursday,,Retail and Recreation,-91,-50,-52,-11,6,134
GB,2020-11-05,Thursday,,Grocery and Pharmacy,-74,-13,-14,15,7,69
GB,2020-11-05,Thursday,,Parks,-88,13,12,155,19,676
GB,2020-11-05,Thursday,,Transit Stations,-82,-45,-45,-13,12,144
GB,2020-11-05,Thursday,,Workplaces,-66,-37,-36,-14,7,69
GB,2020-11-05,Thursday,,Residential,7,16,15,28,3,11
GB,2020-11-06,Friday,,Retail and Recreation,-91,-52,-54,-8,7,130
GB,2020-11-06,Friday,,Grocery and Pharmacy,-74,-12,-12,11,6,60
GB,2020-11-06,Friday,,Parks,-88,15,14,210,21,738
GB,2020-11-06,Friday,,Transit Stations,-83,-46,-46,-10,10,129
GB,2020-11-06,Friday,,Workplaces,-66,-37,-36,-16,7,62
GB,2020-11-06,Friday,,Residential,6,17,16,29,3,11
GB,2020-11-07,Saturday,,Retail and Recreation,-89,-57,-59,-11,9,159
GB,2020-11-07,Saturday,,Grocery and Pharmacy,-62,-14,-15,14,7,69
GB,2020-11-07,Saturday,,Parks,-83,24,22,251,30,1216
GB,2020-11-07,Saturday,,Transit Stations,-85,-54,-54,-19,10,115
GB,2020-11-07,Saturday,,Workplaces,-45,-27,-27,-3,6,49
GB,2020-11-07,Saturday,,Residential,4,13,13,16,1,4
GB,2020-11-08,Sunday,,Retail and Recreation,-87,-58,-60,-13,7,142
GB,2020-11-08,Sunday,,Grocery and Pharmacy,-69,-18,-19,6,6,53
GB,2020-11-08,Sunday,,Parks,-84,9,8,266,30,996
GB,2020-11-08,Sunday,,Transit Stations,-88,-52,-52,-15,10,140
GB,2020-11-08,Sunday,,Workplaces,-47,-28,-29,-7,6,54
GB,2020-11-08,Sunday,,Residential,5,10,10,14,1,2
GB,2020-11-09,Monday,,Retail and Recreation,-89,-43,-46,-2,9,189
GB,2020-11-09,Monday,,Grocery and Pharmacy,-75,-13,-14,14,6,60
GB,2020-11-09,Monday,,Parks,-87,12,9,158,19,671
GB,2020-11-09,Monday,,Transit Stations,-83,-44,-44,-15,12,142
GB,2020-11-09,Monday,,Workplaces,-66,-37,-37,-18,9,75
GB,2020-11-09,Monday,,Residential,7,15,14,26,3,12
GB,2020-11-10,Tuesday,,Retail and Recreation,-90,-43,-45,-7,9,174
GB,2020-11-10,Tuesday,,Grocery and Pharmacy,-73,-11,-11,13,6,56
GB,2020-11-10,Tuesday,,Parks,-84,23,21,211,25,868
GB,2020-11-10,Tuesday,,Transit Stations,-82,-42,-42,-7,12,148
GB,2020-11-10,Tuesday,,Workplaces,-67,-37,-36,-17,7,74
GB,2020-11-10,Tuesday,,Residential,7,15,15,27,3,13
GB,2020-11-11,Wednesday,,Retail and Recreation,-91,-45,-47,-12,7,158
GB,2020-11-11,Wednesday,,Grocery and Pharmacy,-72,-12,-12,10,6,56
GB,2020-11-11,Wednesday,,Parks,-86,5,4,157,19,618
GB,2020-11-11,Wednesday,,Transit Stations,-81,-44,-44,-9,10,132
GB,2020-11-11,Wednesday,,Workplaces,-66,-37,-36,-18,7,69
GB,2020-11-11,Wednesday,,Residential,7,16,15,29,3,12
GB,2020-11-12,Thursday,,Retail and Recreation,-92,-43,-46,-10,7,165
GB,2020-11-12,Thursday,,Grocery and Pharmacy,-73,-9,-8,18,6,61
GB,2020-11-12,Thursday,,Parks,-85,26,25,197,22,870
GB,2020-11-12,Thursday,,Transit Stations,-85,-43,-43,-7,12,156
GB,2020-11-12,Thursday,,Workplaces,-68,-37,-36,-18,7,70
GB,2020-11-12,Thursday,,Residential,7,15,15,28,3,13
GB,2020-11-13,Friday,,Retail and Recreation,-92,-46,-48,-10,9,159
GB,2020-11-13,Friday,,Grocery and Pharmacy,-71,-8,-8,16,6,56
GB,2020-11-13,Friday,,Parks,-85,16,16,199,21,762
GB,2020-11-13,Friday,,Transit Stations,-84,-43,-43,-9,10,141
GB,2020-11-13,Friday,,Workplaces,-65,-36,-36,-17,7,63
GB,2020-11-13,Friday,,Residential,7,16,16,29,3,11
GB,2020-11-14,Saturday,,Retail and Recreation,-92,-55,-58,-13,10,212
GB,2020-11-14,Saturday,,Grocery and Pharmacy,-63,-14,-14,13,7,68
GB,2020-11-14,Saturday,,Parks,-88,-22,-26,70,22,520
GB,2020-11-14,Saturday,,Transit Stations,-88,-55,-56,-6,9,112
GB,2020-11-14,Saturday,,Workplaces,-46,-27,-29,-3,6,63
GB,2020-11-14,Saturday,,Residential,6,13,13,18,1,6
GB,2020-11-15,Sunday,,Retail and Recreation,-87,-54,-57,-9,9,173
GB,2020-11-15,Sunday,,Grocery and Pharmacy,-65,-18,-17,6,6,50
GB,2020-11-15,Sunday,,Parks,-84,-2,-3,179,24,714
GB,2020-11-15,Sunday,,Transit Stations,-91,-52,-52,-14,9,125
GB,2020-11-15,Sunday,,Workplaces,-50,-27,-28,-1,7,68
GB,2020-11-15,Sunday,,Residential,4,10,10,13,1,3
GB,2020-11-16,Monday,,Retail and Recreation,-90,-42,-44,-5,9,164
GB,2020-11-16,Monday,,Grocery and Pharmacy,-74,-13,-13,14,6,57
GB,2020-11-16,Monday,,Parks,-85,10,9,145,21,647
GB,2020-11-16,Monday,,Transit Stations,-85,-43,-43,-11,10,139
GB,2020-11-16,Monday,,Workplaces,-66,-37,-36,-17,7,72
GB,2020-11-16,Monday,,Residential,7,15,14,27,3,11
GB,2020-11-17,Tuesday,,Retail and Recreation,-91,-43,-44,-9,9,153
GB,2020-11-17,Tuesday,,Grocery and Pharmacy,-72,-10,-10,13,6,57
GB,2020-11-17,Tuesday,,Parks,-86,14,14,133,22,648
GB,2020-11-17,Tuesday,,Transit Stations,-83,-43,-42,-13,12,138
GB,2020-11-17,Tuesday,,Workplaces,-69,-37,-36,-19,7,72
GB,2020-11-17,Tuesday,,Residential,7,15,15,27,3,12
GB,2020-11-18,Wednesday,,Retail and Recreation,-91,-44,-47,-2,9,172
GB,2020-11-18,Wednesday,,Grocery and Pharmacy,-72,-11,-12,17,6,59
GB,2020-11-18,Wednesday,,Parks,-84,-1,-4,130,18,626
GB,2020-11-18,Wednesday,,Transit Stations,-83,-45,-45,-10,10,125
GB,2020-11-18,Wednesday,,Workplaces,-65,-37,-36,-19,7,67
GB,2020-11-18,Wednesday,,Residential,7,16,15,28,3,12
GB,2020-11-19,Thursday,,Retail and Recreation,-92,-43,-45,4,9,192
GB,2020-11-19,Thursday,,Grocery and Pharmacy,-74,-7,-7,21,6,64
GB,2020-11-19,Thursday,,Parks,-88,13,12,197,24,729
GB,2020-11-19,Thursday,,Transit Stations,-86,-43,-43,-6,12,157
GB,2020-11-19,Thursday,,Workplaces,-66,-37,-36,-18,7,70
GB,2020-11-19,Thursday,,Residential,7,16,15,29,3,13
GB,2020-11-20,Friday,,Retail and Recreation,-92,-46,-49,-9,9,179
GB,2020-11-20,Friday,,Grocery and Pharmacy,-72,-7,-6,16,6,60
GB,2020-11-20,Friday,,Parks,-89,-9,-10,125,18,504
GB,2020-11-20,Friday,,Transit Stations,-85,-45,-45,-14,10,126
GB,2020-11-20,Friday,,Workplaces,-64,-37,-36,-18,7,64
GB,2020-11-20,Friday,,Residential,7,16,16,29,3,12
GB,2020-11-21,Saturday,,Retail and Recreation,-88,-52,-54,-10,9,174
GB,2020-11-21,Saturday,,Grocery and Pharmacy,-56,-10,-10,13,6,51
GB,2020-11-21,Saturday,,Parks,-78,2,0,152,24,710
GB,2020-11-21,Saturday,,Transit Stations,-90,-52,-52,-23,9,106
GB,2020-11-21,Saturday,,Workplaces,-44,-25,-26,-4,6,54
GB,2020-11-21,Saturday,,Residential,6,12,13,16,1,4
GB,2020-11-22,Sunday,,Retail and Recreation,-85,-50,-52,-4,9,174
GB,2020-11-22,Sunday,,Grocery and Pharmacy,-62,-13,-13,13,6,52
GB,2020-11-22,Sunday,,Parks,-74,30,27,273,30,1167
GB,2020-11-22,Sunday,,Transit Stations,-91,-46,-46,-5,12,172
GB,2020-11-22,Sunday,,Workplaces,-44,-25,-26,1,7,61
GB,2020-11-22,Sunday,,Residential,4,9,9,12,1,2
GB,2020-11-23,Monday,,Retail and Recreation,-89,-40,-41,5,9,171
GB,2020-11-23,Monday,,Grocery and Pharmacy,-74,-10,-10,17,6,58
GB,2020-11-23,Monday,,Parks,-85,13,13,171,24,819
GB,2020-11-23,Monday,,Transit Stations,-85,-43,-43,-6,10,141
GB,2020-11-23,Monday,,Workplaces,-65,-37,-36,-19,7,71
GB,2020-11-23,Monday,,Residential,7,14,14,26,3,11
GB,2020-11-24,Tuesday,,Retail and Recreation,-90,-41,-43,2,7,163
GB,2020-11-24,Tuesday,,Grocery and Pharmacy,-73,-8,-8,17,6,60
GB,2020-11-24,Tuesday,,Parks,-86,12,10,190,23,814
GB,2020-11-24,Tuesday,,Transit Stations,-84,-43,-43,-7,12,144
GB,2020-11-24,Tuesday,,Workplaces,-67,-37,-36,-18,7,72
GB,2020-11-24,Tuesday,,Residential,7,15,15,27,3,12
GB,2020-11-25,Wednesday,,Retail and Recreation,-90,-42,-45,12,9,210
GB,2020-11-25,Wednesday,,Grocery and Pharmacy,-75,-9,-9,15,6,67
GB,2020-11-25,Wednesday,,Parks,-84,-1,-1,135,15,472
GB,2020-11-25,Wednesday,,Transit Stations,-83,-44,-44,-2,10,146
GB,2020-11-25,Wednesday,,Workplaces,-67,-36,-35,-16,7,71
GB,2020-11-25,Wednesday,,Residential,7,15,15,28,3,13
GB,2020-11-26,Thursday,,Retail and Recreation,-91,-40,-43,15,7,211
GB,2020-11-26,Thursday,,Grocery and Pharmacy,-75,-7,-7,19,6,69
GB,2020-11-26,Thursday,,Parks,-87,16,16,203,25,780
GB,2020-11-26,Thursday,,Transit Stations,-86,-43,-43,-3,12,164
GB,2020-11-26,Thursday,,Workplaces,-68,-36,-35,-16,7,73
GB,2020-11-26,Thursday,,Residential,6,15,15,28,3,13
GB,2020-11-27,Friday,,Retail and Recreation,-91,-43,-45,1,9,159
GB,2020-11-27,Friday,,Grocery and Pharmacy,-74,-5,-5,17,6,64
GB,2020-11-27,Friday,,Parks,-87,7,4,204,22,686
GB,2020-11-27,Friday,,Transit Stations,-85,-43,-43,-10,10,147
GB,2020-11-27,Friday,,Workplaces,-67,-36,-35,-13,7,64
GB,2020-11-27,Friday,,Residential,7,16,15,28,3,11
GB,2020-11-28,Saturday,,Retail and Recreation,-87,-50,-52,-3,10,174
GB,2020-11-28,Saturday,,Grocery and Pharmacy,-58,-9,-9,15,6,55
GB,2020-11-28,Saturday,,Parks,-78,-5,-9,132,27,810
GB,2020-11-28,Saturday,,Transit Stations,-89,-51,-50,-10,9,128
GB,2020-11-28,Saturday,,Workplaces,-42,-23,-24,0,6,50
GB,2020-11-28,Saturday,,Residential,4,12,12,15,1,3
GB,2020-11-29,Sunday,,Retail and Recreation,-85,-49,-51,-3,10,169
GB,2020-11-29,Sunday,,Grocery and Pharmacy,-66,-13,-13,13,6,54
GB,2020-11-29,Sunday,,Parks,-79,7,4,190,22,714
GB,2020-11-29,Sunday,,Transit Stations,-91,-47,-47,-8,10,158
GB,2020-11-29,Sunday,,Workplaces,-43,-24,-24,1,7,59
GB,2020-11-29,Sunday,,Residential,4,9,9,12,1,2
GB,2020-11-30,Monday,,Retail and Recreation,-89,-36,-37,8,9,170
GB,2020-11-30,Monday,,Grocery and Pharmacy,-75,-6,-6,23,6,69
GB,2020-11-30,Monday,,Parks,-87,-3,-4,116,18,553
GB,2020-11-30,Monday,,Transit Stations,-85,-43,-43,-3,10,147
GB,2020-11-30,Monday,,Workplaces,-64,-36,-35,-16,7,70
GB,2020-11-30,Monday,,Residential,7,14,14,26,3,10
GB,2020-12-01,Tuesday,,Retail and Recreation,-89,-37,-38,7,9,151
GB,2020-12-01,Tuesday,,Grocery and Pharmacy,-72,-4,-4,20,6,63
GB,2020-12-01,Tuesday,,Parks,-84,15,13,119,24,622
GB,2020-12-01,Tuesday,,Transit Stations,-83,-41,-41,-1,12,156
GB,2020-12-01,Tuesday,,Workplaces,-66,-34,-33,-15,7,70
GB,2020-12-01,Tuesday,,Residential,6,14,14,26,3,11
GB,2020-12-02,Wednesday,,Retail and Recreation,-85,-26,-25,2,9,109
GB,2020-12-02,Wednesday,,Grocery and Pharmacy,-64,-4,-4,23,6,61
GB,2020-12-02,Wednesday,,Parks,-83,-1,-2,124,17,438
GB,2020-12-02,Wednesday,,Transit Stations,-80,-39,-39,2,10,155
GB,2020-12-02,Wednesday,,Workplaces,-61,-30,-30,-12,7,62
GB,2020-12-02,Wednesday,,Residential,7,13,13,23,3,8
GB,2020-12-03,Thursday,,Retail and Recreation,-85,-29,-28,-1,9,108
GB,2020-12-03,Thursday,,Grocery and Pharmacy,-65,-5,-5,24,6,71
GB,2020-12-03,Thursday,,Parks,-84,-16,-16,97,13,303
GB,2020-12-03,Thursday,,Transit Stations,-82,-40,-40,1,12,152
GB,2020-12-03,Thursday,,Workplaces,-62,-32,-31,-13,7,62
GB,2020-12-03,Thursday,,Residential,8,14,13,24,3,9
GB,2020-12-04,Friday,,Retail and Recreation,-83,-31,-29,-7,9,102
GB,2020-12-04,Friday,,Grocery and Pharmacy,-60,-3,-4,30,6,61
GB,2020-12-04,Friday,,Parks,-78,-11,-13,121,22,594
GB,2020-12-04,Friday,,Transit Stations,-80,-38,-38,-1,10,144
GB,2020-12-04,Friday,,Workplaces,-57,-31,-31,-15,7,51
GB,2020-12-04,Friday,,Residential,7,13,13,22,3,6
GB,2020-12-05,Saturday,,Retail and Recreation,-70,-32,-31,-10,9,88
GB,2020-12-05,Saturday,,Grocery and Pharmacy,-28,-3,-3,32,6,52
GB,2020-12-05,Saturday,,Parks,-63,0,-3,109,24,680
GB,2020-12-05,Saturday,,Transit Stations,-85,-37,-38,26,12,203
GB,2020-12-05,Saturday,,Workplaces,-29,-12,-12,8,6,39
GB,2020-12-05,Saturday,,Residential,5,8,8,13,1,2
GB,2020-12-06,Sunday,,Retail and Recreation,-71,-34,-33,-10,9,98
GB,2020-12-06,Sunday,,Grocery and Pharmacy,-36,-7,-8,24,6,51
GB,2020-12-06,Sunday,,Parks,-66,4,3,122,21,659
GB,2020-12-06,Sunday,,Transit Stations,-85,-35,-36,22,12,201
GB,2020-12-06,Sunday,,Workplaces,-30,-13,-13,6,6,36
GB,2020-12-06,Sunday,,Residential,3,6,6,10,1,1
GB,2020-12-07,Monday,,Retail and Recreation,-82,-22,-20,4,7,110
GB,2020-12-07,Monday,,Grocery and Pharmacy,-64,-2,-2,37,7,75
GB,2020-12-07,Monday,,Parks,-79,3,2,141,18,511
GB,2020-12-07,Monday,,Transit Stations,-82,-37,-37,11,12,178
GB,2020-12-07,Monday,,Workplaces,-61,-33,-32,-13,7,65
GB,2020-12-07,Monday,,Residential,6,12,11,22,3,8
GB,2020-12-08,Tuesday,,Retail and Recreation,-82,-25,-24,-1,7,102
GB,2020-12-08,Tuesday,,Grocery and Pharmacy,-63,-2,-2,38,7,73
GB,2020-12-08,Tuesday,,Parks,-79,1,0,123,21,552
GB,2020-12-08,Tuesday,,Transit Stations,-79,-38,-38,9,12,165
GB,2020-12-08,Tuesday,,Workplaces,-62,-31,-30,-11,7,65
GB,2020-12-08,Tuesday,,Residential,7,12,12,22,3,7
GB,2020-12-09,Wednesday,,Retail and Recreation,-82,-26,-26,0,7,97
GB,2020-12-09,Wednesday,,Grocery and Pharmacy,-62,-2,-2,35,6,70
GB,2020-12-09,Wednesday,,Parks,-77,1,-1,147,18,481
GB,2020-12-09,Wednesday,,Transit Stations,-79,-38,-38,6,12,164
GB,2020-12-09,Wednesday,,Workplaces,-60,-31,-30,-10,7,61
GB,2020-12-09,Wednesday,,Residential,6,12,12,22,3,7
GB,2020-12-10,Thursday,,Retail and Recreation,-83,-27,-26,-2,9,99
GB,2020-12-10,Thursday,,Grocery and Pharmacy,-59,-1,-1,32,6,68
GB,2020-12-10,Thursday,,Parks,-77,4,4,144,19,545
GB,2020-12-10,Thursday,,Transit Stations,-80,-37,-38,6,12,178
GB,2020-12-10,Thursday,,Workplaces,-61,-31,-30,-12,7,62
GB,2020-12-10,Thursday,,Residential,7,13,12,22,3,8
GB,2020-12-11,Friday,,Retail and Recreation,-83,-30,-29,-5,7,91
GB,2020-12-11,Friday,,Grocery and Pharmacy,-57,-1,-1,30,6,60
GB,2020-12-11,Friday,,Parks,-72,3,2,163,20,591
GB,2020-12-11,Friday,,Transit Stations,-79,-36,-36,8,10,154
GB,2020-12-11,Friday,,Workplaces,-60,-30,-30,-13,7,56
GB,2020-12-11,Friday,,Residential,6,12,12,21,3,6
GB,2020-12-12,Saturday,,Retail and Recreation,-70,-32,-32,-9,9,91
GB,2020-12-12,Saturday,,Grocery and Pharmacy,-28,-2,-3,30,6,56
GB,2020-12-12,Saturday,,Parks,-66,1,0,86,23,624
GB,2020-12-12,Saturday,,Transit Stations,-80,-34,-35,32,10,198
GB,2020-12-12,Saturday,,Workplaces,-23,-10,-11,7,6,30
GB,2020-12-12,Saturday,,Residential,3,8,8,11,1,2
GB,2020-12-13,Sunday,,Retail and Recreation,-72,-40,-39,-10,9,97
GB,2020-12-13,Sunday,,Grocery and Pharmacy,-38,-11,-11,20,6,47
GB,2020-12-13,Sunday,,Parks,-79,-29,-30,47,15,284
GB,2020-12-13,Sunday,,Transit Stations,-81,-41,-42,15,10,165
GB,2020-12-13,Sunday,,Workplaces,-29,-14,-14,6,6,32
GB,2020-12-13,Sunday,,Residential,5,7,7,11,1,1
GB,2020-12-14,Monday,,Retail and Recreation,-82,-21,-20,9,8,121
GB,2020-12-14,Monday,,Grocery and Pharmacy,-63,1,1,41,6,86
GB,2020-12-14,Monday,,Parks,-77,9,7,174,21,624
GB,2020-12-14,Monday,,Transit Stations,-78,-36,-36,11,13,168
GB,2020-12-14,Monday,,Workplaces,-65,-33,-32,-11,7,74
GB,2020-12-14,Monday,,Residential,5,12,11,21,3,8
GB,2020-12-15,Tuesday,,Retail and Recreation,-79,-20,-20,8,10,115
GB,2020-12-15,Tuesday,,Grocery and Pharmacy,-56,4,4,39,7,81
GB,2020-12-15,Tuesday,,Parks,-73,17,16,126,23,574
GB,2020-12-15,Tuesday,,Transit Stations,-75,-35,-35,7,12,174
GB,2020-12-15,Tuesday,,Workplaces,-64,-33,-32,-12,9,75
GB,2020-12-15,Tuesday,,Residential,6,12,11,19,3,7
GB,2020-12-16,Wednesday,,Retail and Recreation,-88,-27,-27,1,9,136
GB,2020-12-16,Wednesday,,Grocery and Pharmacy,-65,0,0,43,6,82
GB,2020-12-16,Wednesday,,Parks,-84,-9,-11,111,16,467
GB,2020-12-16,Wednesday,,Transit Stations,-78,-40,-40,4,12,170
GB,2020-12-16,Wednesday,,Workplaces,-64,-33,-32,-11,9,78
GB,2020-12-16,Wednesday,,Residential,6,13,13,25,3,10
GB,2020-12-17,Thursday,,Retail and Recreation,-90,-23,-21,2,9,139
GB,2020-12-17,Thursday,,Grocery and Pharmacy,-63,6,6,38,7,79
GB,2020-12-17,Thursday,,Parks,-83,19,19,202,24,796
GB,2020-12-17,Thursday,,Transit Stations,-79,-37,-37,15,13,202
GB,2020-12-17,Thursday,,Workplaces,-65,-33,-32,-12,9,84
GB,2020-12-17,Thursday,,Residential,6,13,12,25,3,11
GB,2020-12-18,Friday,,Retail and Recreation,-90,-29,-28,-1,9,138
GB,2020-12-18,Friday,,Grocery and Pharmacy,-62,1,2,42,7,76
