sub_region_1,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
East Midlands,2020-06-04,Thursday,,Residential,11,19,19,24,3,7
East Midlands,2020-06-05,Friday,,Retail and Recreation,-77,-62,-62,-50,4,38
East Midlands,2020-06-05,Friday,,Grocery and Pharmacy,-24,-14,-14,-2,6,28
East Midlands,2020-06-05,Friday,,Parks,-44,16,15,223,21,2008
East Midlands,2020-06-05,Friday,,Transit Stations,-71,-37,-39,4,13,255
East Midlands,2020-06-05,Friday,,Workplaces,-59,-48,-48,-34,4,24
East Midlands,2020-06-05,Friday,,Residential,14,20,20,24,1,4
East Midlands,2020-06-06,Saturday,,Retail and Recreation,-82,-69,-70,-57,7,38
East Midlands,2020-06-06,Saturday,,Grocery and Pharmacy,-30,-18,-17,0,6,43
East Midlands,2020-06-06,Saturday,,Parks,-57,-16,-17,90,17,609
East Midlands,2020-06-06,Saturday,,Transit Stations,-73,-38,-40,3,13,307
East Midlands,2020-06-06,Saturday,,Workplaces,-36,-30,-30,-21,5,17
East Midlands,2020-06-06,Saturday,,Residential,11,13,13,14,1,1
East Midlands,2020-06-07,Sunday,,Retail and Recreation,-85,-70,-68,-58,6,36
East Midlands,2020-06-07,Sunday,,Grocery and Pharmacy,-33,-21,-19,-7,7,35
East Midlands,2020-06-07,Sunday,,Parks,-44,2,-4,154,15,1257
East Midlands,2020-06-07,Sunday,,Transit Stations,-71,-34,-37,13,19,386
East Midlands,2020-06-07,Sunday,,Workplaces,-34,-26,-26,-16,5,24
East Midlands,2020-06-07,Sunday,,Residential,7,10,10,11,0,1
East Midlands,2020-06-08,Monday,,Retail and Recreation,-72,-53,-53,-32,6,57
East Midlands,2020-06-08,Monday,,Grocery and Pharmacy,-24,-13,-13,-4,4,28
East Midlands,2020-06-08,Monday,,Parks,-11,44,52,96,21,751
East Midlands,2020-06-08,Monday,,Transit Stations,-63,-30,-29,14,12,318
East Midlands,2020-06-08,Monday,,Workplaces,-57,-46,-46,-31,4,31
East Midlands,2020-06-08,Monday,,Residential,10,17,18,22,1,5
East Midlands,2020-06-09,Tuesday,,Retail and Recreation,-73,-54,-52,-40,4,52
East Midlands,2020-06-09,Tuesday,,Grocery and Pharmacy,-24,-11,-12,3,7,36
East Midlands,2020-06-09,Tuesday,,Parks,13,60,63,96,25,619
East Midlands,2020-06-09,Tuesday,,Transit Stations,-64,-29,-30,19,13,345
East Midlands,2020-06-09,Tuesday,,Workplaces,-59,-46,-46,-29,4,33
East Midlands,2020-06-09,Tuesday,,Residential,10,17,18,22,3,6
East Midlands,2020-06-10,Wednesday,,Retail and Recreation,-75,-58,-58,-43,6,41
East Midlands,2020-06-10,Wednesday,,Grocery and Pharmacy,-26,-13,-13,-5,6,26
East Midlands,2020-06-10,Wednesday,,Parks,-42,11,6,210,20,1783
East Midlands,2020-06-10,Wednesday,,Transit Stations,-68,-36,-36,-8,12,213
East Midlands,2020-06-10,Wednesday,,Workplaces,-61,-47,-47,-31,4,30
East Midlands,2020-06-10,Wednesday,,Residential,12,19,20,25,3,6
East Midlands,2020-06-11,Thursday,,Retail and Recreation,-72,-57,-56,-42,4,38
East Midlands,2020-06-11,Thursday,,Grocery and Pharmacy,-25,-14,-13,-3,4,27
East Midlands,2020-06-11,Thursday,,Parks,-47,6,2,154,16,1076
East Midlands,2020-06-11,Thursday,,Transit Stations,-70,-40,-40,-3,12,197
East Midlands,2020-06-11,Thursday,,Workplaces,-60,-47,-48,-30,4,32
East Midlands,2020-06-11,Thursday,,Residential,12,20,20,25,1,6
East Midlands,2020-06-12,Friday,,Retail and Recreation,-74,-58,-57,-45,6,42
East Midlands,2020-06-12,Friday,,Grocery and Pharmacy,-21,-12,-12,-4,4,23
East Midlands,2020-06-12,Friday,,Parks,-52,19,11,188,16,1526
East Midlands,2020-06-12,Friday,,Transit Stations,-69,-37,-37,1,12,235
East Midlands,2020-06-12,Friday,,Workplaces,-57,-46,-46,-33,4,24
East Midlands,2020-06-12,Friday,,Residential,13,19,20,23,1,5
East Midlands,2020-06-13,Saturday,,Retail and Recreation,-80,-62,-62,-49,6,50
East Midlands,2020-06-13,Saturday,,Grocery and Pharmacy,-26,-11,-10,5,7,60
East Midlands,2020-06-13,Saturday,,Parks,-18,59,54,248,32,2369
East Midlands,2020-06-13,Saturday,,Transit Stations,-68,-24,-24,32,16,486
East Midlands,2020-06-13,Saturday,,Workplaces,-28,-19,-19,-9,4,18
East Midlands,2020-06-13,Saturday,,Residential,7,10,10,11,1,1
East Midlands,2020-06-14,Sunday,,Retail and Recreation,-82,-61,-60,-38,6,79
East Midlands,2020-06-14,Sunday,,Grocery and Pharmacy,-29,-14,-16,5,10,88
East Midlands,2020-06-14,Sunday,,Parks,-20,65,57,335,34,3689
East Midlands,2020-06-14,Sunday,,Transit Stations,-64,-17,-13,91,25,921
East Midlands,2020-06-14,Sunday,,Workplaces,-26,-14,-14,-6,4,24
East Midlands,2020-06-14,Sunday,,Residential,5,7,7,9,1,1
East Midlands,2020-06-15,Monday,,Retail and Recreation,-64,-42,-41,-27,4,56
East Midlands,2020-06-15,Monday,,Grocery and Pharmacy,-22,-9,-8,0,6,32
East Midlands,2020-06-15,Monday,,Parks,5,56,52,97,24,667
East Midlands,2020-06-15,Monday,,Transit Stations,-60,-25,-27,21,15,339
East Midlands,2020-06-15,Monday,,Workplaces,-56,-44,-45,-29,4,33
East Midlands,2020-06-15,Monday,,Residential,9,16,16,20,1,5
East Midlands,2020-06-16,Tuesday,,Retail and Recreation,-65,-46,-46,-31,6,48
East Midlands,2020-06-16,Tuesday,,Grocery and Pharmacy,-20,-8,-8,4,7,35
East Midlands,2020-06-16,Tuesday,,Parks,-10,45,43,92,21,554
East Midlands,2020-06-16,Tuesday,,Transit Stations,-63,-27,-29,12,13,325
East Midlands,2020-06-16,Tuesday,,Workplaces,-58,-44,-45,-29,4,34
East Midlands,2020-06-16,Tuesday,,Residential,9,17,17,22,3,7
East Midlands,2020-06-17,Wednesday,,Retail and Recreation,-67,-49,-48,-36,6,43
East Midlands,2020-06-17,Wednesday,,Grocery and Pharmacy,-23,-10,-9,0,7,35
East Midlands,2020-06-17,Wednesday,,Parks,-30,34,24,262,16,2477
East Midlands,2020-06-17,Wednesday,,Transit Stations,-64,-30,-29,2,15,293
East Midlands,2020-06-17,Wednesday,,Workplaces,-58,-44,-45,-28,4,31
East Midlands,2020-06-17,Wednesday,,Residential,10,17,18,23,3,7
East Midlands,2020-06-18,Thursday,,Retail and Recreation,-71,-54,-53,-40,4,51
East Midlands,2020-06-18,Thursday,,Grocery and Pharmacy,-23,-12,-12,-1,4,25
East Midlands,2020-06-18,Thursday,,Parks,-61,-5,-7,121,15,833
East Midlands,2020-06-18,Thursday,,Transit Stations,-67,-40,-38,-8,12,174
East Midlands,2020-06-18,Thursday,,Workplaces,-60,-47,-48,-33,3,29
East Midlands,2020-06-18,Thursday,,Residential,12,19,19,24,3,7
East Midlands,2020-06-19,Friday,,Retail and Recreation,-69,-51,-50,-36,4,48
East Midlands,2020-06-19,Friday,,Grocery and Pharmacy,-15,-7,-7,4,4,27
East Midlands,2020-06-19,Friday,,Parks,-47,24,19,208,16,1706
East Midlands,2020-06-19,Friday,,Transit Stations,-64,-31,-30,5,13,253
East Midlands,2020-06-19,Friday,,Workplaces,-55,-44,-45,-31,3,25
East Midlands,2020-06-19,Friday,,Residential,11,18,18,21,1,5
East Midlands,2020-06-20,Saturday,,Retail and Recreation,-70,-55,-55,-44,5,44
East Midlands,2020-06-20,Saturday,,Grocery and Pharmacy,-20,-3,-4,15,10,85
East Midlands,2020-06-20,Saturday,,Parks,-5,58,50,353,23,3648
East Midlands,2020-06-20,Saturday,,Transit Stations,-60,-18,-20,55,23,593
East Midlands,2020-06-20,Saturday,,Workplaces,-26,-16,-16,-8,4,19
East Midlands,2020-06-20,Saturday,,Residential,5,8,8,9,1,1
East Midlands,2020-06-21,Sunday,,Retail and Recreation,-75,-56,-56,-32,6,65
East Midlands,2020-06-21,Sunday,,Grocery and Pharmacy,-25,-10,-11,9,9,74
East Midlands,2020-06-21,Sunday,,Parks,-8,42,37,245,25,1895
East Midlands,2020-06-21,Sunday,,Transit Stations,-59,-14,-12,87,28,948
East Midlands,2020-06-21,Sunday,,Workplaces,-20,-8,-9,5,6,26
East Midlands,2020-06-21,Sunday,,Residential,4,6,6,7,1,1
East Midlands,2020-06-22,Monday,,Retail and Recreation,-64,-41,-41,-24,4,55
East Midlands,2020-06-22,Monday,,Grocery and Pharmacy,-18,-8,-6,1,6,27
East Midlands,2020-06-22,Monday,,Parks,24,67,63,116,26,649
East Midlands,2020-06-22,Monday,,Transit Stations,-58,-23,-23,34,15,339
East Midlands,2020-06-22,Monday,,Workplaces,-55,-44,-45,-29,4,31
East Midlands,2020-06-22,Monday,,Residential,9,15,15,19,1,4
East Midlands,2020-06-23,Tuesday,,Retail and Recreation,-61,-43,-43,-28,4,53
East Midlands,2020-06-23,Tuesday,,Grocery and Pharmacy,-14,-2,-3,11,7,49
East Midlands,2020-06-23,Tuesday,,Parks,30,75,73,125,28,749
East Midlands,2020-06-23,Tuesday,,Transit Stations,-59,-22,-25,35,13,393
East Midlands,2020-06-23,Tuesday,,Workplaces,-58,-45,-45,-31,4,30
East Midlands,2020-06-23,Tuesday,,Residential,8,15,15,20,3,6
East Midlands,2020-06-24,Wednesday,,Retail and Recreation,-66,-46,-47,-23,4,58
East Midlands,2020-06-24,Wednesday,,Grocery and Pharmacy,-13,-1,0,19,7,55
East Midlands,2020-06-24,Wednesday,,Parks,16,63,57,179,28,1397
East Midlands,2020-06-24,Wednesday,,Transit Stations,-60,-23,-25,41,15,434
East Midlands,2020-06-24,Wednesday,,Workplaces,-56,-44,-44,-31,4,28
East Midlands,2020-06-24,Wednesday,,Residential,8,16,16,21,3,7
East Midlands,2020-06-25,Thursday,,Retail and Recreation,-63,-46,-48,-25,3,53
East Midlands,2020-06-25,Thursday,,Grocery and Pharmacy,-11,1,0,16,7,48
East Midlands,2020-06-25,Thursday,,Parks,31,71,60,186,28,1693
East Midlands,2020-06-25,Thursday,,Transit Stations,-61,-23,-25,29,18,420
East Midlands,2020-06-25,Thursday,,Workplaces,-56,-44,-45,-32,4,26
East Midlands,2020-06-25,Thursday,,Residential,8,15,16,20,3,6
East Midlands,2020-06-26,Friday,,Retail and Recreation,-68,-50,-49,-38,4,45
East Midlands,2020-06-26,Friday,,Grocery and Pharmacy,-13,-4,-3,7,6,28
East Midlands,2020-06-26,Friday,,Parks,-13,44,42,99,31,831
East Midlands,2020-06-26,Friday,,Transit Stations,-61,-26,-26,19,13,332
East Midlands,2020-06-26,Friday,,Workplaces,-54,-44,-44,-32,4,22
East Midlands,2020-06-26,Friday,,Residential,10,16,16,20,1,4
East Midlands,2020-06-27,Saturday,,Retail and Recreation,-74,-57,-55,-46,5,44
East Midlands,2020-06-27,Saturday,,Grocery and Pharmacy,-24,-11,-10,1,4,39
East Midlands,2020-06-27,Saturday,,Parks,-43,1,-2,116,16,745
East Midlands,2020-06-27,Saturday,,Transit Stations,-62,-29,-30,3,13,301
East Midlands,2020-06-27,Saturday,,Workplaces,-31,-20,-20,-11,3,17
East Midlands,2020-06-27,Saturday,,Residential,7,10,10,12,1,1
East Midlands,2020-06-28,Sunday,,Retail and Recreation,-76,-54,-54,-23,6,90
East Midlands,2020-06-28,Sunday,,Grocery and Pharmacy,-29,-13,-13,8,7,61
East Midlands,2020-06-28,Sunday,,Parks,-9,38,36,195,25,1403
East Midlands,2020-06-28,Sunday,,Transit Stations,-61,-17,-20,75,22,808
East Midlands,2020-06-28,Sunday,,Workplaces,-22,-12,-12,-1,4,23
East Midlands,2020-06-28,Sunday,,Residential,5,7,7,8,1,1
East Midlands,2020-06-29,Monday,,Retail and Recreation,-64,-43,-43,-29,6,59
East Midlands,2020-06-29,Monday,,Grocery and Pharmacy,-21,-11,-11,-2,4,23
East Midlands,2020-06-29,Monday,,Parks,-33,22,19,130,18,899
East Midlands,2020-06-29,Monday,,Transit Stations,-60,-29,-28,2,16,244
East Midlands,2020-06-29,Monday,,Workplaces,-55,-43,-43,-29,4,32
East Midlands,2020-06-29,Monday,,Residential,10,16,16,20,1,5
East Midlands,2020-06-30,Tuesday,,Retail and Recreation,-64,-42,-41,-29,4,65
East Midlands,2020-06-30,Tuesday,,Grocery and Pharmacy,-19,-6,-6,10,6,36
East Midlands,2020-06-30,Tuesday,,Parks,12,56,57,113,24,639
East Midlands,2020-06-30,Tuesday,,Transit Stations,-62,-24,-23,31,16,349
East Midlands,2020-06-30,Tuesday,,Workplaces,-55,-42,-42,-29,4,33
East Midlands,2020-06-30,Tuesday,,Residential,8,15,15,20,3,7
East Midlands,2020-07-01,Wednesday,,Retail and Recreation,-73,-46,-45,-36,6,72
East Midlands,2020-07-01,Wednesday,,Grocery and Pharmacy,-28,-10,-8,-1,4,35
East Midlands,2020-07-01,Wednesday,,Parks,-24,37,26,236,19,2206
East Midlands,2020-07-01,Wednesday,,Transit Stations,-65,-27,-26,8,13,286
East Midlands,2020-07-01,Wednesday,,Workplaces,-55,-42,-42,-29,4,31
East Midlands,2020-07-01,Wednesday,,Residential,9,16,16,21,3,7
East Midlands,2020-07-02,Thursday,,Retail and Recreation,-70,-46,-45,-30,6,71
East Midlands,2020-07-02,Thursday,,Grocery and Pharmacy,-26,-7,-7,7,6,43
East Midlands,2020-07-02,Thursday,,Parks,-23,35,29,211,16,1721
East Midlands,2020-07-02,Thursday,,Transit Stations,-66,-28,-27,11,16,276
East Midlands,2020-07-02,Thursday,,Workplaces,-55,-43,-44,-28,5,31
East Midlands,2020-07-02,Thursday,,Residential,9,16,16,22,3,7
East Midlands,2020-07-03,Friday,,Retail and Recreation,-74,-50,-47,-35,4,68
East Midlands,2020-07-03,Friday,,Grocery and Pharmacy,-28,-9,-9,7,6,50
East Midlands,2020-07-03,Friday,,Parks,-41,23,20,196,11,1480
East Midlands,2020-07-03,Friday,,Transit Stations,-66,-28,-29,7,15,298
East Midlands,2020-07-03,Friday,,Workplaces,-53,-42,-42,-30,6,27
East Midlands,2020-07-03,Friday,,Residential,11,16,16,22,3,6
East Midlands,2020-07-04,Saturday,,Retail and Recreation,-78,-50,-49,-13,5,109
East Midlands,2020-07-04,Saturday,,Grocery and Pharmacy,-35,-11,-11,28,9,114
East Midlands,2020-07-04,Saturday,,Parks,-20,36,29,182,16,1788
East Midlands,2020-07-04,Saturday,,Transit Stations,-68,-15,-14,49,18,550
East Midlands,2020-07-04,Saturday,,Workplaces,-23,-14,-14,-5,6,25
East Midlands,2020-07-04,Saturday,,Residential,5,7,7,13,1,3
East Midlands,2020-07-05,Sunday,,Retail and Recreation,-78,-46,-48,23,6,221
East Midlands,2020-07-05,Sunday,,Grocery and Pharmacy,-36,-12,-15,50,7,192
East Midlands,2020-07-05,Sunday,,Parks,8,62,50,273,21,3198
East Midlands,2020-07-05,Sunday,,Transit Stations,-64,-9,-4,77,27,781
East Midlands,2020-07-05,Sunday,,Workplaces,-20,-11,-10,1,4,27
East Midlands,2020-07-05,Sunday,,Residential,3,5,5,10,1,2
East Midlands,2020-07-06,Monday,,Retail and Recreation,-65,-34,-34,23,6,170
East Midlands,2020-07-06,Monday,,Grocery and Pharmacy,-25,-7,-8,34,6,89
East Midlands,2020-07-06,Monday,,Parks,22,66,60,258,17,2563
East Midlands,2020-07-06,Monday,,Transit Stations,-66,-16,-18,52,15,485
East Midlands,2020-07-06,Monday,,Workplaces,-54,-42,-42,-30,7,33
East Midlands,2020-07-06,Monday,,Residential,8,13,13,19,3,6
East Midlands,2020-07-07,Tuesday,,Retail and Recreation,-67,-40,-40,19,6,170
East Midlands,2020-07-07,Tuesday,,Grocery and Pharmacy,-28,-10,-11,31,6,95
East Midlands,2020-07-07,Tuesday,,Parks,-17,23,12,254,24,2977
East Midlands,2020-07-07,Tuesday,,Transit Stations,-65,-24,-25,20,15,358
East Midlands,2020-07-07,Tuesday,,Workplaces,-57,-43,-44,-28,7,37
East Midlands,2020-07-07,Tuesday,,Residential,8,15,15,21,3,8
East Midlands,2020-07-08,Wednesday,,Retail and Recreation,-68,-41,-41,15,3,154
East Midlands,2020-07-08,Wednesday,,Grocery and Pharmacy,-27,-10,-11,31,6,91
East Midlands,2020-07-08,Wednesday,,Parks,-21,26,7,275,16,4870
East Midlands,2020-07-08,Wednesday,,Transit Stations,-68,-24,-25,17,13,356
East Midlands,2020-07-08,Wednesday,,Workplaces,-55,-42,-42,-28,6,33
East Midlands,2020-07-08,Wednesday,,Residential,9,15,15,22,3,8
East Midlands,2020-07-09,Thursday,,Retail and Recreation,-67,-42,-42,6,3,125
East Midlands,2020-07-09,Thursday,,Grocery and Pharmacy,-26,-9,-9,26,4,71
East Midlands,2020-07-09,Thursday,,Parks,-34,23,9,243,10,3916
East Midlands,2020-07-09,Thursday,,Transit Stations,-68,-24,-22,19,15,332
East Midlands,2020-07-09,Thursday,,Workplaces,-54,-43,-43,-30,6,29
East Midlands,2020-07-09,Thursday,,Residential,9,15,15,22,3,7
East Midlands,2020-07-10,Friday,,Retail and Recreation,-67,-40,-39,15,4,151
East Midlands,2020-07-10,Friday,,Grocery and Pharmacy,-24,-7,-9,35,4,88
East Midlands,2020-07-10,Friday,,Parks,-6,54,45,303,19,3412
East Midlands,2020-07-10,Friday,,Transit Stations,-65,-16,-14,52,19,512
East Midlands,2020-07-10,Friday,,Workplaces,-52,-41,-42,-31,6,26
East Midlands,2020-07-10,Friday,,Residential,8,13,13,20,1,6
East Midlands,2020-07-11,Saturday,,Retail and Recreation,-74,-44,-44,35,5,247
East Midlands,2020-07-11,Saturday,,Grocery and Pharmacy,-32,-7,-10,65,9,244
East Midlands,2020-07-11,Saturday,,Parks,9,80,65,363,29,6530
East Midlands,2020-07-11,Saturday,,Transit Stations,-63,-4,-1,113,22,1057
East Midlands,2020-07-11,Saturday,,Workplaces,-20,-11,-11,0,4,20
East Midlands,2020-07-11,Saturday,,Residential,3,5,5,10,1,2
East Midlands,2020-07-12,Sunday,,Retail and Recreation,-72,-40,-44,66,7,456
East Midlands,2020-07-12,Sunday,,Grocery and Pharmacy,-32,-8,-12,78,7,323
East Midlands,2020-07-12,Sunday,,Parks,22,107,86,498,21,10079
East Midlands,2020-07-12,Sunday,,Transit Stations,-61,6,4,128,44,1653
East Midlands,2020-07-12,Sunday,,Workplaces,-17,-6,-6,4,6,27
East Midlands,2020-07-12,Sunday,,Residential,1,3,2,8,1,3
East Midlands,2020-07-13,Monday,,Retail and Recreation,-62,-33,-34,38,4,214
East Midlands,2020-07-13,Monday,,Grocery and Pharmacy,-29,-9,-10,41,7,114
East Midlands,2020-07-13,Monday,,Parks,13,52,43,312,24,4196
East Midlands,2020-07-13,Monday,,Transit Stations,-66,-19,-19,46,15,465
East Midlands,2020-07-13,Monday,,Workplaces,-54,-43,-42,-28,7,45
East Midlands,2020-07-13,Monday,,Residential,7,13,13,19,3,7
East Midlands,2020-07-14,Tuesday,,Retail and Recreation,-62,-31,-31,35,4,199
East Midlands,2020-07-14,Tuesday,,Grocery and Pharmacy,-24,-7,-9,35,6,113
East Midlands,2020-07-14,Tuesday,,Parks,22,74,60,327,25,3858
East Midlands,2020-07-14,Tuesday,,Transit Stations,-64,-18,-18,47,18,513
East Midlands,2020-07-14,Tuesday,,Workplaces,-55,-42,-42,-29,8,44
East Midlands,2020-07-14,Tuesday,,Residential,7,13,13,21,3,8
East Midlands,2020-07-15,Wednesday,,Retail and Recreation,-62,-29,-28,34,6,201
East Midlands,2020-07-15,Wednesday,,Grocery and Pharmacy,-31,-10,-11,33,7,102
East Midlands,2020-07-15,Wednesday,,Parks,-6,42,23,280,13,4607
East Midlands,2020-07-15,Wednesday,,Transit Stations,-67,-30,-31,6,13,246
East Midlands,2020-07-15,Wednesday,,Workplaces,-53,-41,-41,-28,7,42
East Midlands,2020-07-15,Wednesday,,Residential,8,14,14,22,3,8
East Midlands,2020-07-16,Thursday,,Retail and Recreation,-60,-25,-25,44,9,251
East Midlands,2020-07-16,Thursday,,Grocery and Pharmacy,-27,-6,-7,38,4,99
East Midlands,2020-07-16,Thursday,,Parks,18,74,56,351,31,4408
East Midlands,2020-07-16,Thursday,,Transit Stations,-65,-25,-29,29,13,350
East Midlands,2020-07-16,Thursday,,Workplaces,-53,-41,-40,-28,7,41
East Midlands,2020-07-16,Thursday,,Residential,7,13,13,20,3,7
East Midlands,2020-07-17,Friday,,Retail and Recreation,-61,-26,-27,50,9,291
East Midlands,2020-07-17,Friday,,Grocery and Pharmacy,-23,-6,-8,54,6,155
East Midlands,2020-07-17,Friday,,Parks,31,87,79,421,27,6435
East Midlands,2020-07-17,Friday,,Transit Stations,-64,-21,-24,61,13,466
East Midlands,2020-07-17,Friday,,Workplaces,-51,-40,-40,-29,7,38
East Midlands,2020-07-17,Friday,,Residential,7,11,11,20,1,6
East Midlands,2020-07-18,Saturday,,Retail and Recreation,-71,-34,-35,61,7,356
East Midlands,2020-07-18,Saturday,,Grocery and Pharmacy,-33,-9,-13,77,7,287
East Midlands,2020-07-18,Saturday,,Parks,-20,50,33,390,21,5281
East Midlands,2020-07-18,Saturday,,Transit Stations,-65,-17,-22,63,18,562
East Midlands,2020-07-18,Saturday,,Workplaces,-22,-12,-12,-5,3,17
East Midlands,2020-07-18,Saturday,,Residential,2,5,5,10,1,2
East Midlands,2020-07-19,Sunday,,Retail and Recreation,-64,-24,-28,100,12,725
East Midlands,2020-07-19,Sunday,,Grocery and Pharmacy,-33,-8,-14,90,9,374
East Midlands,2020-07-19,Sunday,,Parks,12,97,73,475,31,9794
East Midlands,2020-07-19,Sunday,,Transit Stations,-60,-8,-10,72,16,863
East Midlands,2020-07-19,Sunday,,Workplaces,-15,-6,-6,6,4,23
East Midlands,2020-07-19,Sunday,,Residential,0,2,2,7,0,2
East Midlands,2020-07-20,Monday,,Retail and Recreation,-54,-19,-20,73,9,357
East Midlands,2020-07-20,Monday,,Grocery and Pharmacy,-26,-6,-8,54,6,162
East Midlands,2020-07-20,Monday,,Parks,22,79,67,395,22,6977
East Midlands,2020-07-20,Monday,,Transit Stations,-62,-22,-27,62,9,432
East Midlands,2020-07-20,Monday,,Workplaces,-52,-41,-41,-26,6,42
East Midlands,2020-07-20,Monday,,Residential,6,12,12,18,1,6
East Midlands,2020-07-21,Tuesday,,Retail and Recreation,-56,-20,-21,65,9,334
East Midlands,2020-07-21,Tuesday,,Grocery and Pharmacy,-24,-7,-10,49,6,158
East Midlands,2020-07-21,Tuesday,,Parks,22,87,80,416,25,6214
East Midlands,2020-07-21,Tuesday,,Transit Stations,-63,-23,-26,57,13,419
East Midlands,2020-07-21,Tuesday,,Workplaces,-52,-41,-41,-28,6,40
East Midlands,2020-07-21,Tuesday,,Residential,6,12,13,19,3,7
East Midlands,2020-07-22,Wednesday,,Retail and Recreation,-58,-21,-22,59,7,315
East Midlands,2020-07-22,Wednesday,,Grocery and Pharmacy,-26,-7,-9,46,6,137
East Midlands,2020-07-22,Wednesday,,Parks,8,75,63,392,30,5557
East Midlands,2020-07-22,Wednesday,,Transit Stations,-63,-23,-25,49,12,361
East Midlands,2020-07-22,Wednesday,,Workplaces,-52,-42,-42,-30,5,34
East Midlands,2020-07-22,Wednesday,,Residential,7,13,12,20,3,7
East Midlands,2020-07-23,Thursday,,Retail and Recreation,-57,-22,-23,61,7,284
East Midlands,2020-07-23,Thursday,,Grocery and Pharmacy,-21,-4,-5,47,4,117
East Midlands,2020-07-23,Thursday,,Parks,22,75,64,410,18,6238
East Midlands,2020-07-23,Thursday,,Transit Stations,-64,-25,-27,30,10,308
East Midlands,2020-07-23,Thursday,,Workplaces,-52,-42,-42,-30,5,32
East Midlands,2020-07-23,Thursday,,Residential,6,13,13,20,3,7
East Midlands,2020-07-24,Friday,,Retail and Recreation,-59,-24,-25,63,9,329
East Midlands,2020-07-24,Friday,,Grocery and Pharmacy,-30,-9,-11,52,7,158
East Midlands,2020-07-24,Friday,,Parks,33,93,75,459,27,7686
East Midlands,2020-07-24,Friday,,Transit Stations,-62,-19,-23,73,12,513
East Midlands,2020-07-24,Friday,,Workplaces,-49,-41,-42,-30,4,26
East Midlands,2020-07-24,Friday,,Residential,7,11,11,19,1,5
East Midlands,2020-07-25,Saturday,,Retail and Recreation,-68,-34,-36,55,7,298
East Midlands,2020-07-25,Saturday,,Grocery and Pharmacy,-35,-12,-16,70,7,264
East Midlands,2020-07-25,Saturday,,Parks,-14,33,18,349,19,4617
East Midlands,2020-07-25,Saturday,,Transit Stations,-62,-19,-22,62,13,528
East Midlands,2020-07-25,Saturday,,Workplaces,-21,-13,-13,-4,4,16
East Midlands,2020-07-25,Saturday,,Residential,3,5,5,9,1,1
East Midlands,2020-07-26,Sunday,,Retail and Recreation,-61,-23,-29,112,9,727
East Midlands,2020-07-26,Sunday,,Grocery and Pharmacy,-35,-12,-16,93,9,384
East Midlands,2020-07-26,Sunday,,Parks,7,83,73,455,30,7793
East Midlands,2020-07-26,Sunday,,Transit Stations,-55,-6,-12,78,21,839
East Midlands,2020-07-26,Sunday,,Workplaces,-14,-5,-6,7,4,24
East Midlands,2020-07-26,Sunday,,Residential,1,2,2,6,1,1
East Midlands,2020-07-27,Monday,,Retail and Recreation,-53,-25,-27,64,6,271
East Midlands,2020-07-27,Monday,,Grocery and Pharmacy,-29,-12,-14,47,6,140
East Midlands,2020-07-27,Monday,,Parks,-31,32,15,346,10,6152
East Midlands,2020-07-27,Monday,,Transit Stations,-63,-30,-32,16,10,255
East Midlands,2020-07-27,Monday,,Workplaces,-59,-46,-47,-34,4,29
East Midlands,2020-07-27,Monday,,Residential,8,13,13,18,1,5
East Midlands,2020-07-28,Tuesday,,Retail and Recreation,-49,-17,-19,86,9,408
East Midlands,2020-07-28,Tuesday,,Grocery and Pharmacy,-22,-6,-8,54,6,154
East Midlands,2020-07-28,Tuesday,,Parks,29,88,69,474,27,9184
East Midlands,2020-07-28,Tuesday,,Transit Stations,-59,-23,-27,58,9,385
East Midlands,2020-07-28,Tuesday,,Workplaces,-56,-44,-44,-32,4,30
East Midlands,2020-07-28,Tuesday,,Residential,7,12,13,19,3,6
East Midlands,2020-07-29,Wednesday,,Retail and Recreation,-51,-17,-20,81,9,408
East Midlands,2020-07-29,Wednesday,,Grocery and Pharmacy,-23,-7,-10,57,6,176
East Midlands,2020-07-29,Wednesday,,Parks,31,85,64,486,31,9009
East Midlands,2020-07-29,Wednesday,,Transit Stations,-61,-22,-26,51,12,416
East Midlands,2020-07-29,Wednesday,,Workplaces,-55,-44,-44,-32,3,29
East Midlands,2020-07-29,Wednesday,,Residential,6,12,12,19,1,6
East Midlands,2020-07-30,Thursday,,Retail and Recreation,-46,-14,-15,90,9,468
East Midlands,2020-07-30,Thursday,,Grocery and Pharmacy,-17,-3,-5,60,4,158
East Midlands,2020-07-30,Thursday,,Parks,32,108,87,561,27,12674
East Midlands,2020-07-30,Thursday,,Transit Stations,-58,-20,-23,53,15,462
East Midlands,2020-07-30,Thursday,,Workplaces,-57,-44,-44,-33,5,29
East Midlands,2020-07-30,Thursday,,Residential,6,11,11,18,3,6
East Midlands,2020-07-31,Friday,,Retail and Recreation,-57,-21,-24,94,10,542
East Midlands,2020-07-31,Friday,,Grocery and Pharmacy,-23,-6,-9,75,7,248
East Midlands,2020-07-31,Friday,,Parks,6,78,64,618,21,14438
East Midlands,2020-07-31,Friday,,Transit Stations,-57,-19,-21,68,16,573
East Midlands,2020-07-31,Friday,,Workplaces,-56,-45,-45,-33,4,26
East Midlands,2020-07-31,Friday,,Residential,6,11,11,17,1,5
East Midlands,2020-08-01,Saturday,,Retail and Recreation,-63,-27,-29,86,7,474
