sub_region_1,date,dayoftheweek,ukhol,ff_type,ff_min,ff_mean,ff_median,ff_max,ff_mad,ff_var
East Midlands,2021-01-19,Tuesday,,Workplaces,-58,-45,-46,-29,5,37
East Midlands,2021-01-19,Tuesday,,Residential,12,18,18,24,3,6
East Midlands,2021-01-20,Wednesday,,Retail and Recreation,-74,-62,-61,-51,4,28
East Midlands,2021-01-20,Wednesday,,Grocery and Pharmacy,-35,-25,-25,-14,4,25
East Midlands,2021-01-20,Wednesday,,Parks,-79,-24,-26,66,15,638
East Midlands,2021-01-20,Wednesday,,Transit Stations,-69,-53,-52,-34,9,70
East Midlands,2021-01-20,Wednesday,,Workplaces,-58,-45,-46,-30,5,34
East Midlands,2021-01-20,Wednesday,,Residential,13,19,19,25,3,6
East Midlands,2021-01-21,Thursday,,Retail and Recreation,-70,-58,-58,-49,4,27
East Midlands,2021-01-21,Thursday,,Grocery and Pharmacy,-27,-19,-19,-5,4,25
East Midlands,2021-01-21,Thursday,,Parks,-63,9,5,90,21,956
East Midlands,2021-01-21,Thursday,,Transit Stations,-67,-49,-48,-28,7,88
East Midlands,2021-01-21,Thursday,,Workplaces,-57,-45,-46,-31,5,35
East Midlands,2021-01-21,Thursday,,Residential,12,18,19,24,1,6
East Midlands,2021-01-22,Friday,,Retail and Recreation,-73,-58,-58,-47,4,33
East Midlands,2021-01-22,Friday,,Grocery and Pharmacy,-27,-17,-17,-8,4,22
East Midlands,2021-01-22,Friday,,Parks,-71,13,11,131,19,1295
East Midlands,2021-01-22,Friday,,Transit Stations,-67,-48,-49,-32,4,68
East Midlands,2021-01-22,Friday,,Workplaces,-56,-44,-44,-31,5,29
East Midlands,2021-01-22,Friday,,Residential,13,19,19,23,1,4
East Midlands,2021-01-23,Saturday,,Retail and Recreation,-83,-66,-66,-52,6,39
East Midlands,2021-01-23,Saturday,,Grocery and Pharmacy,-34,-21,-22,-5,7,37
East Midlands,2021-01-23,Saturday,,Parks,-82,-17,-15,25,24,561
East Midlands,2021-01-23,Saturday,,Transit Stations,-74,-57,-59,-31,6,82
East Midlands,2021-01-23,Saturday,,Workplaces,-41,-30,-30,-16,4,28
East Midlands,2021-01-23,Saturday,,Residential,10,14,14,16,1,2
East Midlands,2021-01-24,Sunday,,Retail and Recreation,-84,-70,-69,-58,6,35
East Midlands,2021-01-24,Sunday,,Grocery and Pharmacy,-38,-27,-27,-14,7,51
East Midlands,2021-01-24,Sunday,,Parks,-77,10,9,110,31,1259
East Midlands,2021-01-24,Sunday,,Transit Stations,-71,-51,-52,-31,11,108
East Midlands,2021-01-24,Sunday,,Workplaces,-42,-33,-33,-15,7,39
East Midlands,2021-01-24,Sunday,,Residential,8,11,11,13,1,1
East Midlands,2021-01-25,Monday,,Retail and Recreation,-72,-59,-59,-43,7,57
East Midlands,2021-01-25,Monday,,Grocery and Pharmacy,-37,-24,-26,-11,7,47
East Midlands,2021-01-25,Monday,,Parks,-70,8,2,115,29,1377
East Midlands,2021-01-25,Monday,,Transit Stations,-67,-49,-49,-22,9,86
East Midlands,2021-01-25,Monday,,Workplaces,-63,-50,-52,-27,11,94
East Midlands,2021-01-25,Monday,,Residential,12,19,20,25,3,11
East Midlands,2021-01-26,Tuesday,,Retail and Recreation,-72,-59,-59,-47,6,34
East Midlands,2021-01-26,Tuesday,,Grocery and Pharmacy,-29,-20,-21,-7,4,23
East Midlands,2021-01-26,Tuesday,,Parks,-72,-17,-19,106,14,836
East Midlands,2021-01-26,Tuesday,,Transit Stations,-68,-53,-52,-27,9,72
East Midlands,2021-01-26,Tuesday,,Workplaces,-58,-46,-47,-28,5,41
East Midlands,2021-01-26,Tuesday,,Residential,12,19,19,24,3,7
East Midlands,2021-01-27,Wednesday,,Retail and Recreation,-71,-56,-55,-46,6,33
East Midlands,2021-01-27,Wednesday,,Grocery and Pharmacy,-27,-15,-15,-1,4,27
East Midlands,2021-01-27,Wednesday,,Parks,-72,0,0,99,19,855
East Midlands,2021-01-27,Wednesday,,Transit Stations,-66,-49,-48,-32,9,70
East Midlands,2021-01-27,Wednesday,,Workplaces,-55,-43,-45,-27,5,34
East Midlands,2021-01-27,Wednesday,,Residential,12,18,18,24,1,5
East Midlands,2021-01-28,Thursday,,Retail and Recreation,-70,-57,-57,-49,4,27
East Midlands,2021-01-28,Thursday,,Grocery and Pharmacy,-26,-16,-16,-3,4,21
East Midlands,2021-01-28,Thursday,,Parks,-68,-6,-10,72,21,693
East Midlands,2021-01-28,Thursday,,Transit Stations,-67,-49,-50,-30,10,76
East Midlands,2021-01-28,Thursday,,Workplaces,-56,-44,-45,-29,4,32
East Midlands,2021-01-28,Thursday,,Residential,12,18,19,23,1,5
East Midlands,2021-01-29,Friday,,Retail and Recreation,-72,-56,-55,-46,6,39
East Midlands,2021-01-29,Friday,,Grocery and Pharmacy,-23,-12,-13,0,4,24
East Midlands,2021-01-29,Friday,,Parks,-71,7,9,125,22,1138
East Midlands,2021-01-29,Friday,,Transit Stations,-65,-47,-48,-25,9,92
East Midlands,2021-01-29,Friday,,Workplaces,-56,-43,-44,-31,4,27
East Midlands,2021-01-29,Friday,,Residential,13,18,18,23,1,4
East Midlands,2021-01-30,Saturday,,Retail and Recreation,-81,-65,-64,-51,6,45
East Midlands,2021-01-30,Saturday,,Grocery and Pharmacy,-28,-19,-18,-6,7,34
East Midlands,2021-01-30,Saturday,,Parks,-84,-30,-32,28,31,584
East Midlands,2021-01-30,Saturday,,Transit Stations,-74,-58,-59,-27,7,86
East Midlands,2021-01-30,Saturday,,Workplaces,-43,-30,-30,-14,6,30
East Midlands,2021-01-30,Saturday,,Residential,11,14,14,16,1,2
East Midlands,2021-01-31,Sunday,,Retail and Recreation,-81,-63,-61,-51,4,43
East Midlands,2021-01-31,Sunday,,Grocery and Pharmacy,-29,-20,-20,-7,7,36
East Midlands,2021-01-31,Sunday,,Parks,-71,10,10,94,27,916
East Midlands,2021-01-31,Sunday,,Transit Stations,-71,-49,-50,-23,12,142
East Midlands,2021-01-31,Sunday,,Workplaces,-35,-26,-26,-15,4,24
East Midlands,2021-01-31,Sunday,,Residential,7,10,10,12,1,1
East Midlands,2021-02-01,Monday,,Retail and Recreation,-67,-52,-52,-39,6,44
East Midlands,2021-02-01,Monday,,Grocery and Pharmacy,-26,-17,-18,-6,6,28
East Midlands,2021-02-01,Monday,,Parks,-58,25,19,205,20,2592
East Midlands,2021-02-01,Monday,,Transit Stations,-64,-46,-46,-27,9,74
East Midlands,2021-02-01,Monday,,Workplaces,-56,-43,-44,-25,4,41
East Midlands,2021-02-01,Monday,,Residential,11,16,16,21,1,4
East Midlands,2021-02-02,Tuesday,,Retail and Recreation,-73,-56,-55,-46,6,41
East Midlands,2021-02-02,Tuesday,,Grocery and Pharmacy,-30,-20,-19,-2,4,26
East Midlands,2021-02-02,Tuesday,,Parks,-71,-8,-7,109,19,969
East Midlands,2021-02-02,Tuesday,,Transit Stations,-67,-50,-51,-37,9,64
East Midlands,2021-02-02,Tuesday,,Workplaces,-56,-44,-45,-26,6,38
East Midlands,2021-02-02,Tuesday,,Residential,11,18,18,24,1,6
East Midlands,2021-02-03,Wednesday,,Retail and Recreation,-71,-55,-54,-43,6,36
East Midlands,2021-02-03,Wednesday,,Grocery and Pharmacy,-28,-17,-17,-4,6,31
East Midlands,2021-02-03,Wednesday,,Parks,-70,6,4,135,21,1184
East Midlands,2021-02-03,Wednesday,,Transit Stations,-67,-48,-46,-31,10,77
East Midlands,2021-02-03,Wednesday,,Workplaces,-56,-43,-44,-27,5,37
East Midlands,2021-02-03,Wednesday,,Residential,12,18,18,23,1,5
East Midlands,2021-02-04,Thursday,,Retail and Recreation,-69,-56,-56,-44,4,33
East Midlands,2021-02-04,Thursday,,Grocery and Pharmacy,-25,-16,-17,-5,6,29
East Midlands,2021-02-04,Thursday,,Parks,-63,6,5,167,24,1610
East Midlands,2021-02-04,Thursday,,Transit Stations,-67,-48,-49,-30,9,78
East Midlands,2021-02-04,Thursday,,Workplaces,-56,-43,-44,-29,4,34
East Midlands,2021-02-04,Thursday,,Residential,11,18,18,23,3,6
East Midlands,2021-02-05,Friday,,Retail and Recreation,-71,-56,-55,-43,4,37
East Midlands,2021-02-05,Friday,,Grocery and Pharmacy,-20,-11,-11,0,4,23
East Midlands,2021-02-05,Friday,,Parks,-71,12,10,181,24,1777
East Midlands,2021-02-05,Friday,,Transit Stations,-67,-48,-49,-24,9,81
East Midlands,2021-02-05,Friday,,Workplaces,-54,-42,-42,-28,4,30
East Midlands,2021-02-05,Friday,,Residential,12,18,18,22,1,4
East Midlands,2021-02-06,Saturday,,Retail and Recreation,-80,-64,-64,-54,6,42
East Midlands,2021-02-06,Saturday,,Grocery and Pharmacy,-26,-16,-16,0,6,31
East Midlands,2021-02-06,Saturday,,Parks,-84,-22,-19,24,27,670
East Midlands,2021-02-06,Saturday,,Transit Stations,-76,-56,-57,-17,7,107
East Midlands,2021-02-06,Saturday,,Workplaces,-41,-28,-28,-10,4,33
East Midlands,2021-02-06,Saturday,,Residential,10,13,13,15,1,1
East Midlands,2021-02-07,Sunday,,Retail and Recreation,-84,-66,-66,-54,6,41
East Midlands,2021-02-07,Sunday,,Grocery and Pharmacy,-33,-23,-23,-11,6,28
East Midlands,2021-02-07,Sunday,,Parks,-80,-20,-18,54,17,544
East Midlands,2021-02-07,Sunday,,Transit Stations,-72,-56,-56,-26,10,95
East Midlands,2021-02-07,Sunday,,Workplaces,-44,-28,-28,-9,6,45
East Midlands,2021-02-07,Sunday,,Residential,7,11,11,13,1,1
East Midlands,2021-02-08,Monday,,Retail and Recreation,-75,-59,-58,-49,6,37
East Midlands,2021-02-08,Monday,,Grocery and Pharmacy,-36,-24,-24,-13,4,22
East Midlands,2021-02-08,Monday,,Parks,-76,-15,-14,95,15,841
East Midlands,2021-02-08,Monday,,Transit Stations,-68,-53,-54,-35,9,62
East Midlands,2021-02-08,Monday,,Workplaces,-58,-46,-48,-28,6,40
East Midlands,2021-02-08,Monday,,Residential,13,19,18,23,1,4
East Midlands,2021-02-09,Tuesday,,Retail and Recreation,-68,-56,-55,-44,6,33
East Midlands,2021-02-09,Tuesday,,Grocery and Pharmacy,-28,-16,-16,-3,6,33
East Midlands,2021-02-09,Tuesday,,Parks,-66,-2,-3,151,11,1308
East Midlands,2021-02-09,Tuesday,,Transit Stations,-67,-51,-50,-30,10,98
East Midlands,2021-02-09,Tuesday,,Workplaces,-60,-46,-46,-30,7,47
East Midlands,2021-02-09,Tuesday,,Residential,12,18,18,24,3,6
East Midlands,2021-02-10,Wednesday,,Retail and Recreation,-70,-55,-54,-41,4,33
East Midlands,2021-02-10,Wednesday,,Grocery and Pharmacy,-25,-14,-14,1,6,27
East Midlands,2021-02-10,Wednesday,,Parks,-70,2,-1,156,18,1358
East Midlands,2021-02-10,Wednesday,,Transit Stations,-68,-49,-50,-32,9,83
East Midlands,2021-02-10,Wednesday,,Workplaces,-56,-43,-44,-28,6,39
East Midlands,2021-02-10,Wednesday,,Residential,12,18,18,24,1,5
East Midlands,2021-02-11,Thursday,,Retail and Recreation,-68,-53,-54,-41,6,37
East Midlands,2021-02-11,Thursday,,Grocery and Pharmacy,-18,-9,-10,7,6,27
East Midlands,2021-02-11,Thursday,,Parks,-62,5,-2,148,12,1312
East Midlands,2021-02-11,Thursday,,Transit Stations,-68,-49,-48,-25,9,84
East Midlands,2021-02-11,Thursday,,Workplaces,-56,-43,-44,-29,5,36
East Midlands,2021-02-11,Thursday,,Residential,11,18,18,23,1,6
East Midlands,2021-02-12,Friday,,Retail and Recreation,-70,-55,-55,-42,6,39
East Midlands,2021-02-12,Friday,,Grocery and Pharmacy,-18,-6,-7,8,4,33
East Midlands,2021-02-12,Friday,,Parks,-72,-4,-4,144,15,1252
East Midlands,2021-02-12,Friday,,Transit Stations,-67,-49,-51,-13,10,109
East Midlands,2021-02-12,Friday,,Workplaces,-55,-42,-43,-29,4,29
East Midlands,2021-02-12,Friday,,Residential,13,18,19,23,1,4
East Midlands,2021-02-13,Saturday,,Retail and Recreation,-78,-60,-59,-45,7,52
East Midlands,2021-02-13,Saturday,,Grocery and Pharmacy,-15,-4,-5,12,6,39
East Midlands,2021-02-13,Saturday,,Parks,-78,-16,-12,46,22,672
East Midlands,2021-02-13,Saturday,,Transit Stations,-71,-56,-57,6,7,161
East Midlands,2021-02-13,Saturday,,Workplaces,-41,-27,-28,-9,5,33
East Midlands,2021-02-13,Saturday,,Residential,11,13,13,15,1,1
East Midlands,2021-02-14,Sunday,,Retail and Recreation,-81,-63,-62,-51,4,42
East Midlands,2021-02-14,Sunday,,Grocery and Pharmacy,-25,-17,-18,-2,6,30
East Midlands,2021-02-14,Sunday,,Parks,-79,-22,-24,39,13,453
East Midlands,2021-02-14,Sunday,,Transit Stations,-70,-56,-58,-17,7,111
East Midlands,2021-02-14,Sunday,,Workplaces,-38,-27,-28,-15,4,25
East Midlands,2021-02-14,Sunday,,Residential,9,11,11,13,1,1
East Midlands,2021-02-15,Monday,,Retail and Recreation,-64,-46,-46,-31,7,53
East Midlands,2021-02-15,Monday,,Grocery and Pharmacy,-23,-12,-12,1,4,26
East Midlands,2021-02-15,Monday,,Parks,-60,34,28,216,22,2783
East Midlands,2021-02-15,Monday,,Transit Stations,-64,-47,-49,-25,7,85
East Midlands,2021-02-15,Monday,,Workplaces,-59,-47,-48,-29,6,45
East Midlands,2021-02-15,Monday,,Residential,11,17,17,22,1,4
East Midlands,2021-02-16,Tuesday,,Retail and Recreation,-65,-49,-49,-35,6,46
East Midlands,2021-02-16,Tuesday,,Grocery and Pharmacy,-18,-7,-6,7,4,32
East Midlands,2021-02-16,Tuesday,,Parks,-53,24,18,215,24,2500
East Midlands,2021-02-16,Tuesday,,Transit Stations,-66,-48,-48,-25,12,104
East Midlands,2021-02-16,Tuesday,,Workplaces,-60,-47,-49,-29,4,45
East Midlands,2021-02-16,Tuesday,,Residential,11,17,18,23,1,6
East Midlands,2021-02-17,Wednesday,,Retail and Recreation,-67,-48,-48,-31,6,45
East Midlands,2021-02-17,Wednesday,,Grocery and Pharmacy,-25,-11,-11,4,6,33
East Midlands,2021-02-17,Wednesday,,Parks,-60,24,20,203,27,2148
East Midlands,2021-02-17,Wednesday,,Transit Stations,-66,-47,-47,-28,12,97
East Midlands,2021-02-17,Wednesday,,Workplaces,-60,-47,-48,-29,6,45
East Midlands,2021-02-17,Wednesday,,Residential,12,18,18,24,3,6
East Midlands,2021-02-18,Thursday,,Retail and Recreation,-66,-50,-49,-37,6,37
East Midlands,2021-02-18,Thursday,,Grocery and Pharmacy,-18,-9,-9,5,4,27
East Midlands,2021-02-18,Thursday,,Parks,-58,15,10,170,24,1781
East Midlands,2021-02-18,Thursday,,Transit Stations,-66,-48,-49,-21,12,96
East Midlands,2021-02-18,Thursday,,Workplaces,-60,-47,-48,-33,5,38
East Midlands,2021-02-18,Thursday,,Residential,12,18,19,24,1,6
East Midlands,2021-02-19,Friday,,Retail and Recreation,-69,-53,-53,-38,6,44
East Midlands,2021-02-19,Friday,,Grocery and Pharmacy,-19,-8,-8,4,4,32
East Midlands,2021-02-19,Friday,,Parks,-70,9,6,177,21,1789
East Midlands,2021-02-19,Friday,,Transit Stations,-66,-49,-50,-13,10,101
East Midlands,2021-02-19,Friday,,Workplaces,-59,-47,-47,-32,6,35
East Midlands,2021-02-19,Friday,,Residential,13,19,19,23,1,4
East Midlands,2021-02-20,Saturday,,Retail and Recreation,-78,-58,-58,-38,7,62
East Midlands,2021-02-20,Saturday,,Grocery and Pharmacy,-20,-10,-8,3,6,30
East Midlands,2021-02-20,Saturday,,Parks,-76,15,19,83,24,1016
East Midlands,2021-02-20,Saturday,,Transit Stations,-69,-53,-54,-5,6,118
East Midlands,2021-02-20,Saturday,,Workplaces,-38,-25,-25,-7,6,33
East Midlands,2021-02-20,Saturday,,Residential,10,12,12,14,1,1
East Midlands,2021-02-21,Sunday,,Retail and Recreation,-75,-58,-57,-44,4,49
East Midlands,2021-02-21,Sunday,,Grocery and Pharmacy,-24,-15,-16,-1,7,36
East Midlands,2021-02-21,Sunday,,Parks,-63,23,24,118,25,1098
East Midlands,2021-02-21,Sunday,,Transit Stations,-66,-46,-47,-21,12,140
East Midlands,2021-02-21,Sunday,,Workplaces,-32,-22,-23,-8,6,32
East Midlands,2021-02-21,Sunday,,Residential,7,9,9,11,1,1
East Midlands,2021-02-22,Monday,,Retail and Recreation,-66,-48,-48,-29,7,59
East Midlands,2021-02-22,Monday,,Grocery and Pharmacy,-23,-13,-13,-1,4,25
East Midlands,2021-02-22,Monday,,Parks,-62,16,6,174,27,1971
East Midlands,2021-02-22,Monday,,Transit Stations,-64,-48,-48,-26,10,86
East Midlands,2021-02-22,Monday,,Workplaces,-55,-41,-43,-22,7,51
East Midlands,2021-02-22,Monday,,Residential,10,16,16,21,1,5
East Midlands,2021-02-23,Tuesday,,Retail and Recreation,-65,-49,-47,-35,7,51
East Midlands,2021-02-23,Tuesday,,Grocery and Pharmacy,-22,-10,-10,1,4,27
East Midlands,2021-02-23,Tuesday,,Parks,-60,16,11,185,22,2004
East Midlands,2021-02-23,Tuesday,,Transit Stations,-63,-46,-48,-26,10,94
East Midlands,2021-02-23,Tuesday,,Workplaces,-54,-41,-43,-23,6,50
East Midlands,2021-02-23,Tuesday,,Residential,10,16,16,22,3,6
East Midlands,2021-02-24,Wednesday,,Retail and Recreation,-67,-49,-50,-31,7,50
East Midlands,2021-02-24,Wednesday,,Grocery and Pharmacy,-24,-10,-10,4,4,32
East Midlands,2021-02-24,Wednesday,,Parks,-65,18,16,155,26,1422
East Midlands,2021-02-24,Wednesday,,Transit Stations,-64,-46,-46,-27,12,95
East Midlands,2021-02-24,Wednesday,,Workplaces,-54,-40,-42,-23,6,47
East Midlands,2021-02-24,Wednesday,,Residential,10,17,17,23,1,6
East Midlands,2021-02-25,Thursday,,Retail and Recreation,-64,-47,-47,-32,6,52
East Midlands,2021-02-25,Thursday,,Grocery and Pharmacy,-15,-5,-6,7,4,29
East Midlands,2021-02-25,Thursday,,Parks,-50,37,28,211,39,2509
East Midlands,2021-02-25,Thursday,,Transit Stations,-63,-43,-45,-21,10,101
East Midlands,2021-02-25,Thursday,,Workplaces,-53,-41,-42,-26,6,41
East Midlands,2021-02-25,Thursday,,Residential,9,16,17,22,1,6
East Midlands,2021-02-26,Friday,,Retail and Recreation,-66,-47,-47,-28,6,61
East Midlands,2021-02-26,Friday,,Grocery and Pharmacy,-14,-1,0,12,6,34
East Midlands,2021-02-26,Friday,,Parks,-58,43,45,242,42,3207
East Midlands,2021-02-26,Friday,,Transit Stations,-62,-43,-44,-8,9,106
East Midlands,2021-02-26,Friday,,Workplaces,-51,-40,-42,-25,5,37
East Midlands,2021-02-26,Friday,,Residential,11,16,17,21,1,4
East Midlands,2021-02-27,Saturday,,Retail and Recreation,-72,-52,-52,-32,8,69
East Midlands,2021-02-27,Saturday,,Grocery and Pharmacy,-16,-4,-3,10,6,30
East Midlands,2021-02-27,Saturday,,Parks,-59,56,52,164,47,2356
East Midlands,2021-02-27,Saturday,,Transit Stations,-68,-47,-48,5,9,164
East Midlands,2021-02-27,Saturday,,Workplaces,-32,-22,-22,-6,7,36
East Midlands,2021-02-27,Saturday,,Residential,8,11,11,12,1,1
East Midlands,2021-02-28,Sunday,,Retail and Recreation,-72,-50,-49,-36,7,69
East Midlands,2021-02-28,Sunday,,Grocery and Pharmacy,-17,-7,-8,7,6,42
East Midlands,2021-02-28,Sunday,,Parks,-45,66,62,219,37,2599
East Midlands,2021-02-28,Sunday,,Transit Stations,-65,-40,-40,3,14,245
East Midlands,2021-02-28,Sunday,,Workplaces,-26,-19,-19,-6,7,29
East Midlands,2021-02-28,Sunday,,Residential,6,8,8,10,1,1
East Midlands,2021-03-01,Monday,,Retail and Recreation,-63,-45,-45,-30,7,55
East Midlands,2021-03-01,Monday,,Grocery and Pharmacy,-21,-9,-9,4,4,29
East Midlands,2021-03-01,Monday,,Parks,-63,8,8,165,19,1587
East Midlands,2021-03-01,Monday,,Transit Stations,-63,-46,-47,-22,9,94
East Midlands,2021-03-01,Monday,,Workplaces,-52,-40,-42,-22,6,48
East Midlands,2021-03-01,Monday,,Residential,10,16,16,20,1,4
East Midlands,2021-03-02,Tuesday,,Retail and Recreation,-64,-47,-46,-36,6,48
East Midlands,2021-03-02,Tuesday,,Grocery and Pharmacy,-19,-7,-7,7,4,33
East Midlands,2021-03-02,Tuesday,,Parks,-55,17,11,215,23,2377
East Midlands,2021-03-02,Tuesday,,Transit Stations,-63,-46,-45,-27,12,91
East Midlands,2021-03-02,Tuesday,,Workplaces,-53,-40,-42,-23,6,46
East Midlands,2021-03-02,Tuesday,,Residential,9,16,16,22,1,6
East Midlands,2021-03-03,Wednesday,,Retail and Recreation,-67,-49,-48,-37,6,46
East Midlands,2021-03-03,Wednesday,,Grocery and Pharmacy,-23,-9,-8,4,4,31
East Midlands,2021-03-03,Wednesday,,Parks,-69,7,8,141,25,1299
East Midlands,2021-03-03,Wednesday,,Transit Stations,-64,-47,-47,-32,9,81
East Midlands,2021-03-03,Wednesday,,Workplaces,-52,-40,-41,-25,7,42
East Midlands,2021-03-03,Wednesday,,Residential,10,17,17,23,1,6
East Midlands,2021-03-04,Thursday,,Retail and Recreation,-65,-49,-49,-36,6,47
East Midlands,2021-03-04,Thursday,,Grocery and Pharmacy,-18,-6,-7,8,6,32
East Midlands,2021-03-04,Thursday,,Parks,-60,11,8,147,20,1439
East Midlands,2021-03-04,Thursday,,Transit Stations,-62,-46,-46,-21,12,92
East Midlands,2021-03-04,Thursday,,Workplaces,-52,-40,-42,-27,5,36
East Midlands,2021-03-04,Thursday,,Residential,10,17,17,22,1,6
East Midlands,2021-03-05,Friday,,Retail and Recreation,-67,-50,-49,-35,5,50
East Midlands,2021-03-05,Friday,,Grocery and Pharmacy,-17,-4,-3,9,4,33
East Midlands,2021-03-05,Friday,,Parks,-64,19,18,195,22,1971
East Midlands,2021-03-05,Friday,,Transit Stations,-63,-44,-43,-28,9,80
East Midlands,2021-03-05,Friday,,Workplaces,-51,-39,-40,-26,5,31
East Midlands,2021-03-05,Friday,,Residential,11,17,17,22,1,4
East Midlands,2021-03-06,Saturday,,Retail and Recreation,-73,-54,-54,-33,7,68
East Midlands,2021-03-06,Saturday,,Grocery and Pharmacy,-17,-5,-4,12,6,38
East Midlands,2021-03-06,Saturday,,Parks,-69,18,21,123,30,1312
East Midlands,2021-03-06,Saturday,,Transit Stations,-68,-51,-51,-34,9,76
East Midlands,2021-03-06,Saturday,,Workplaces,-32,-21,-20,-8,6,33
East Midlands,2021-03-06,Saturday,,Residential,8,11,11,13,1,1
East Midlands,2021-03-07,Sunday,,Retail and Recreation,-74,-51,-51,-35,9,82
East Midlands,2021-03-07,Sunday,,Grocery and Pharmacy,-15,-6,-7,7,6,38
East Midlands,2021-03-07,Sunday,,Parks,-54,55,52,158,36,1885
East Midlands,2021-03-07,Sunday,,Transit Stations,-63,-41,-42,-10,14,164
East Midlands,2021-03-07,Sunday,,Workplaces,-26,-18,-18,-5,6,29
East Midlands,2021-03-07,Sunday,,Residential,5,8,8,10,0,1
East Midlands,2021-03-08,Monday,,Retail and Recreation,-60,-42,-41,-29,9,68
East Midlands,2021-03-08,Monday,,Grocery and Pharmacy,-16,-4,-5,10,6,32
East Midlands,2021-03-08,Monday,,Parks,-60,15,10,157,33,1775
East Midlands,2021-03-08,Monday,,Transit Stations,-59,-40,-40,-13,10,98
East Midlands,2021-03-08,Monday,,Workplaces,-47,-37,-39,-22,6,43
East Midlands,2021-03-08,Monday,,Residential,8,14,14,18,1,4
East Midlands,2021-03-09,Tuesday,,Retail and Recreation,-61,-43,-42,-27,6,55
East Midlands,2021-03-09,Tuesday,,Grocery and Pharmacy,-13,-2,-2,15,6,37
East Midlands,2021-03-09,Tuesday,,Parks,-43,36,37,89,33,1119
East Midlands,2021-03-09,Tuesday,,Transit Stations,-58,-37,-37,-20,10,111
East Midlands,2021-03-09,Tuesday,,Workplaces,-48,-36,-38,-20,6,45
East Midlands,2021-03-09,Tuesday,,Residential,7,13,13,19,1,5
East Midlands,2021-03-10,Wednesday,,Retail and Recreation,-67,-51,-49,-38,6,46
East Midlands,2021-03-10,Wednesday,,Grocery and Pharmacy,-20,-8,-7,11,4,35
East Midlands,2021-03-10,Wednesday,,Parks,-79,-19,-19,90,13,720
East Midlands,2021-03-10,Wednesday,,Transit Stations,-62,-43,-42,-26,9,79
East Midlands,2021-03-10,Wednesday,,Workplaces,-48,-36,-38,-19,6,44
East Midlands,2021-03-10,Wednesday,,Residential,10,16,15,22,3,5
East Midlands,2021-03-11,Thursday,,Retail and Recreation,-64,-49,-47,-36,6,51
East Midlands,2021-03-11,Thursday,,Grocery and Pharmacy,-13,-1,-2,13,4,31
East Midlands,2021-03-11,Thursday,,Parks,-68,5,6,113,22,1074
East Midlands,2021-03-11,Thursday,,Transit Stations,-60,-40,-39,-18,10,102
East Midlands,2021-03-11,Thursday,,Workplaces,-47,-36,-37,-21,5,39
East Midlands,2021-03-11,Thursday,,Residential,8,15,15,20,1,5
East Midlands,2021-03-12,Friday,,Retail and Recreation,-66,-49,-47,-31,7,59
East Midlands,2021-03-12,Friday,,Grocery and Pharmacy,-8,4,4,20,6,38
East Midlands,2021-03-12,Friday,,Parks,-69,11,12,153,23,1487
East Midlands,2021-03-12,Friday,,Transit Stations,-58,-39,-39,-22,10,92
East Midlands,2021-03-12,Friday,,Workplaces,-45,-34,-36,-20,5,33
East Midlands,2021-03-12,Friday,,Residential,8,14,15,19,1,4
East Midlands,2021-03-13,Saturday,,Retail and Recreation,-74,-54,-54,-33,7,76
East Midlands,2021-03-13,Saturday,,Grocery and Pharmacy,-6,10,11,33,6,56
East Midlands,2021-03-13,Saturday,,Parks,-78,-8,-8,47,33,758
East Midlands,2021-03-13,Saturday,,Transit Stations,-68,-51,-51,-27,7,89
East Midlands,2021-03-13,Saturday,,Workplaces,-33,-20,-20,1,6,42
East Midlands,2021-03-13,Saturday,,Residential,8,11,11,14,1,1
