LocationName,Date,SiteName,LocationGroup,WeekDay,BRCYear,BRCQuarter,BRCMonth,BRCWeek,InCount,OutCount,TotalCount,BusinessInCount,BusinessOutCount,BusinessTotalCount,FactoredInCount,FactoredOutCount,FactoredTotalCount,X,Y,OBJECTID
Stonegate,27/10/2017,York,,Friday,2017,,October,43,9190,8584,17774,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/10/2017,York,,Saturday,2017,,October,43,13961,12617,26578,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,29/10/2017,York,,Sunday,2017,,October,43,8508,7506,16014,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/11/2017,York,,Wednesday,2017,,November,44,6874,6596,13470,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/11/2017,York,,Thursday,2017,,November,44,6947,6577,13524,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/11/2017,York,,Friday,2017,,November,44,7378,7304,14682,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,04/11/2017,York,,Saturday,2017,,November,44,11789,11277,23066,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,05/11/2017,York,,Sunday,2017,,November,44,7053,6616,13669,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,30/10/2017,York,,Monday,2017,,November,44,7069,6729,13798,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,31/10/2017,York,,Tuesday,2017,,November,44,6402,6114,12516,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,06/11/2017,York,,Monday,2017,,November,45,5077,4864,9941,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,07/11/2017,York,,Tuesday,2017,,November,45,4349,4564,8913,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,08/11/2017,York,,Wednesday,2017,,November,45,6619,6264,12883,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,09/11/2017,York,,Thursday,2017,,November,45,5074,5189,10263,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,10/11/2017,York,,Friday,2017,,November,45,10301,10224,20525,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,11/11/2017,York,,Saturday,2017,,November,45,14940,15001,29941,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,12/11/2017,York,,Sunday,2017,,November,45,7789,7324,15113,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,13/11/2017,York,,Monday,2017,,November,46,7160,6976,14136,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,14/11/2017,York,,Tuesday,2017,,November,46,7167,7271,14438,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,15/11/2017,York,,Wednesday,2017,,November,46,7667,7381,15048,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,16/11/2017,York,,Thursday,2017,,November,46,9198,9154,18352,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,17/11/2017,York,,Friday,2017,,November,46,10644,10590,21234,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,18/11/2017,York,,Saturday,2017,,November,46,19197,18926,38123,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,19/11/2017,York,,Sunday,2017,,November,46,12498,11497,23995,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,20/11/2017,York,,Monday,2017,,November,47,5574,5648,11222,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,21/11/2017,York,,Tuesday,2017,,November,47,7683,7647,15330,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,22/11/2017,York,,Wednesday,2017,,November,47,8524,8310,16834,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,23/11/2017,York,,Thursday,2017,,November,47,8356,9296,17652,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,24/11/2017,York,,Friday,2017,,November,47,12088,11841,23929,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,25/11/2017,York,,Saturday,2017,,November,47,20477,20619,41096,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,26/11/2017,York,,Sunday,2017,,November,47,16417,14745,31162,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/12/2017,York,,Friday,2017,,December,48,14249,13578,27827,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/12/2017,York,,Saturday,2017,,December,48,26756,25077,51833,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/12/2017,York,,Sunday,2017,,December,48,18226,16000,34226,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,27/11/2017,York,,Monday,2017,,December,48,10788,10417,21205,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/11/2017,York,,Tuesday,2017,,December,48,10012,9102,19114,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,29/11/2017,York,,Wednesday,2017,,December,48,9753,9213,18966,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,30/11/2017,York,,Thursday,2017,,December,48,12140,11858,23998,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,04/12/2017,York,,Monday,2017,,December,49,12835,12421,25256,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,05/12/2017,York,,Tuesday,2017,,December,49,11525,10546,22071,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,06/12/2017,York,,Wednesday,2017,,December,49,11713,11539,23252,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,07/12/2017,York,,Thursday,2017,,December,49,13288,12638,25926,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,08/12/2017,York,,Friday,2017,,December,49,15176,14318,29494,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,09/12/2017,York,,Saturday,2017,,December,49,29145,27226,56371,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,10/12/2017,York,,Sunday,2017,,December,49,18498,17348,35846,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,11/12/2017,York,,Monday,2017,,December,50,11442,11057,22499,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,12/12/2017,York,,Tuesday,2017,,December,50,10467,10007,20474,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,13/12/2017,York,,Wednesday,2017,,December,50,11348,11036,22384,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,14/12/2017,York,,Thursday,2017,,December,50,12463,12574,25037,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,15/12/2017,York,,Friday,2017,,December,50,14486,14405,28891,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,16/12/2017,York,,Saturday,2017,,December,50,17459,16807,34266,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,17/12/2017,York,,Sunday,2017,,December,50,15879,14379,30258,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,18/12/2017,York,,Monday,2017,,December,51,81690,80268,161958,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,19/12/2017,York,,Tuesday,2017,,December,51,76968,72942,149910,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,20/12/2017,York,,Wednesday,2017,,December,51,80646,77820,158466,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,21/12/2017,York,,Thursday,2017,,December,51,93204,90216,183420,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,22/12/2017,York,,Friday,2017,,December,51,100290,96696,196986,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,23/12/2017,York,,Saturday,2017,,December,51,92718,90216,182934,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,24/12/2017,York,,Sunday,2017,,December,51,85998,75486,161484,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,25/12/2017,York,,Monday,2017,,December,52,2498,1801,4299,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,26/12/2017,York,,Tuesday,2017,,December,52,8003,7839,15842,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,27/12/2017,York,,Wednesday,2017,,December,52,14121,13181,27302,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/12/2017,York,,Thursday,2017,,December,52,13161,12142,25303,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,29/12/2017,York,,Friday,2017,,December,52,13970,14195,28165,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,30/12/2017,York,,Saturday,2017,,December,52,15905,14812,30717,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,31/12/2017,York,,Sunday,2017,,December,52,13869,14284,28153,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/01/2018,York,,Monday,2018,,January,1,7681,6590,14271,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/01/2018,York,,Tuesday,2018,,January,1,8895,8182,17077,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/01/2018,York,,Wednesday,2018,,January,1,9211,8428,17639,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,04/01/2018,York,,Thursday,2018,,January,1,7828,7556,15384,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,05/01/2018,York,,Friday,2018,,January,1,9341,9041,18382,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,06/01/2018,York,,Saturday,2018,,January,1,12968,12097,25065,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,07/01/2018,York,,Sunday,2018,,January,1,6693,5848,12541,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,08/01/2018,York,,Monday,2018,,January,2,5192,5124,10316,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,09/01/2018,York,,Tuesday,2018,,January,2,4845,4640,9485,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,10/01/2018,York,,Wednesday,2018,,January,2,5107,5016,10123,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,11/01/2018,York,,Thursday,2018,,January,2,5499,5461,10960,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,12/01/2018,York,,Friday,2018,,January,2,7466,7263,14729,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,13/01/2018,York,,Saturday,2018,,January,2,14440,13860,28300,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,14/01/2018,York,,Sunday,2018,,January,2,7861,7506,15367,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,15/01/2018,York,,Monday,2018,,January,3,4663,4622,9285,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,16/01/2018,York,,Tuesday,2018,,January,3,5395,5051,10446,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,17/01/2018,York,,Wednesday,2018,,January,3,5184,5099,10283,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,18/01/2018,York,,Thursday,2018,,January,3,5170,5121,10291,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,19/01/2018,York,,Friday,2018,,January,3,7486,7256,14742,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,20/01/2018,York,,Saturday,2018,,January,3,15810,15331,31141,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,21/01/2018,York,,Sunday,2018,,January,3,7443,7156,14599,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,22/01/2018,York,,Monday,2018,,January,4,5095,5133,10228,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,23/01/2018,York,,Tuesday,2018,,January,4,5437,5397,10834,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,24/01/2018,York,,Wednesday,2018,,January,4,5305,5204,10509,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,25/01/2018,York,,Thursday,2018,,January,4,5816,5718,11534,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,26/01/2018,York,,Friday,2018,,January,4,8991,8556,17547,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,27/01/2018,York,,Saturday,2018,,January,4,18037,16033,34070,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/01/2018,York,,Sunday,2018,,January,4,9996,9130,19126,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/02/2018,York,,Thursday,2018,,February,5,5534,5372,10906,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/02/2018,York,,Friday,2018,,February,5,8157,7830,15987,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/02/2018,York,,Saturday,2018,,February,5,15921,15180,31101,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,04/02/2018,York,,Sunday,2018,,February,5,9308,8386,17694,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,29/01/2018,York,,Monday,2018,,February,5,5765,5691,11456,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,30/01/2018,York,,Tuesday,2018,,February,5,5930,5716,11646,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,31/01/2018,York,,Wednesday,2018,,February,5,5249,5281,10530,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,05/02/2018,York,,Monday,2018,,February,6,5624,5408,11032,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,06/02/2018,York,,Tuesday,2018,,February,6,5715,5382,11097,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,07/02/2018,York,,Wednesday,2018,,February,6,5931,5641,11572,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,08/02/2018,York,,Thursday,2018,,February,6,5752,5718,11470,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,09/02/2018,York,,Friday,2018,,February,6,7792,7829,15621,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,10/02/2018,York,,Saturday,2018,,February,6,15372,14180,29552,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,11/02/2018,York,,Sunday,2018,,February,6,10467,9330,19797,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,12/02/2018,York,,Monday,2018,,February,7,10334,9439,19773,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,13/02/2018,York,,Tuesday,2018,,February,7,8963,8588,17551,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,14/02/2018,York,,Wednesday,2018,,February,7,8965,8384,17349,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,15/02/2018,York,,Thursday,2018,,February,7,10585,9540,20125,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,16/02/2018,York,,Friday,2018,,February,7,12858,12012,24870,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,17/02/2018,York,,Saturday,2018,,February,7,19426,17496,36922,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,18/02/2018,York,,Sunday,2018,,February,7,11622,10255,21877,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,19/02/2018,York,,Monday,2018,,February,8,7668,7034,14702,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,20/02/2018,York,,Tuesday,2018,,February,8,7825,7393,15218,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,21/02/2018,York,,Wednesday,2018,,February,8,8394,7669,16063,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,22/02/2018,York,,Thursday,2018,,February,8,8568,7948,16516,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,23/02/2018,York,,Friday,2018,,February,8,10143,9788,19931,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,24/02/2018,York,,Saturday,2018,,February,8,17725,18047,35772,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,25/02/2018,York,,Sunday,2018,,February,8,9995,8936,18931,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/03/2018,York,,Thursday,2018,,March,9,2971,3904,6875,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/03/2018,York,,Friday,2018,,March,9,5397,8805,14202,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/03/2018,York,,Saturday,2018,,March,9,12737,13651,26388,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,04/03/2018,York,,Sunday,2018,,March,9,7404,6756,14160,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,26/02/2018,York,,Monday,2018,,March,9,5574,5236,10810,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,27/02/2018,York,,Tuesday,2018,,March,9,4813,4622,9435,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/02/2018,York,,Wednesday,2018,,March,9,3858,4197,8055,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,05/03/2018,York,,Monday,2018,,March,10,5808,5923,11731,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,06/03/2018,York,,Tuesday,2018,,March,10,6036,5893,11929,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,07/03/2018,York,,Wednesday,2018,,March,10,6703,6540,13243,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,08/03/2018,York,,Thursday,2018,,March,10,6161,6262,12423,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,09/03/2018,York,,Friday,2018,,March,10,9950,12132,22082,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,10/03/2018,York,,Saturday,2018,,March,10,17210,18338,35548,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,11/03/2018,York,,Sunday,2018,,March,10,11548,11372,22920,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,12/03/2018,York,,Monday,2018,,March,11,5716,5840,11556,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,13/03/2018,York,,Tuesday,2018,,March,11,7244,6827,14071,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,14/03/2018,York,,Wednesday,2018,,March,11,8029,7452,15481,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,15/03/2018,York,,Thursday,2018,,March,11,6185,6203,12388,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,16/03/2018,York,,Friday,2018,,March,11,8471,10873,19344,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,17/03/2018,York,,Saturday,2018,,March,11,14638,15069,29707,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,18/03/2018,York,,Sunday,2018,,March,11,7147,6517,13664,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,19/03/2018,York,,Monday,2018,,March,12,6673,6668,13341,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,20/03/2018,York,,Tuesday,2018,,March,12,7452,7334,14786,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,21/03/2018,York,,Wednesday,2018,,March,12,6884,8689,15573,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,22/03/2018,York,,Thursday,2018,,March,12,7412,7422,14834,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,23/03/2018,York,,Friday,2018,,March,12,10548,10778,21326,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,24/03/2018,York,,Saturday,2018,,March,12,18008,20049,38057,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,25/03/2018,York,,Sunday,2018,,March,12,10058,9193,19251,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/04/2018,York,,Sunday,2018,,March,13,14449,14588,29037,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,26/03/2018,York,,Monday,2018,,March,13,6057,6135,12192,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,27/03/2018,York,,Tuesday,2018,,March,13,7881,7262,15143,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/03/2018,York,,Wednesday,2018,,March,13,8291,9467,17758,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,29/03/2018,York,,Thursday,2018,,March,13,9958,10401,20359,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,30/03/2018,York,,Friday,2018,,March,13,9652,11252,20904,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,31/03/2018,York,,Saturday,2018,,March,13,19189,19584,38773,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/04/2018,York,,Monday,2018,,April,14,9866,10476,20342,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/04/2018,York,,Tuesday,2018,,April,14,7513,6838,14351,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,04/04/2018,York,,Wednesday,2018,,April,14,11244,12517,23761,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,05/04/2018,York,,Thursday,2018,,April,14,12700,12207,24907,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,06/04/2018,York,,Friday,2018,,April,14,12699,12137,24836,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,07/04/2018,York,,Saturday,2018,,April,14,17584,16729,34313,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,08/04/2018,York,,Sunday,2018,,April,14,11338,10762,22100,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,09/04/2018,York,,Monday,2018,,April,15,9447,10138,19585,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,10/04/2018,York,,Tuesday,2018,,April,15,8489,8060,16549,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,11/04/2018,York,,Wednesday,2018,,April,15,9619,10162,19781,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,12/04/2018,York,,Thursday,2018,,April,15,9058,8248,17306,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,13/04/2018,York,,Friday,2018,,April,15,11262,10524,21786,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,14/04/2018,York,,Saturday,2018,,April,15,17327,16387,33714,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,15/04/2018,York,,Sunday,2018,,April,15,10107,10292,20399,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,16/04/2018,York,,Monday,2018,,April,16,7031,8410,15441,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,17/04/2018,York,,Tuesday,2018,,April,16,7102,6396,13498,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,18/04/2018,York,,Wednesday,2018,,April,16,8917,9742,18659,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,19/04/2018,York,,Thursday,2018,,April,16,8618,7801,16419,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,20/04/2018,York,,Friday,2018,,April,16,11085,10863,21948,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,21/04/2018,York,,Saturday,2018,,April,16,17998,16929,34927,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,22/04/2018,York,,Sunday,2018,,April,16,10625,10540,21165,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,23/04/2018,York,,Monday,2018,,April,17,7138,7801,14939,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,24/04/2018,York,,Tuesday,2018,,April,17,6752,5900,12652,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,25/04/2018,York,,Wednesday,2018,,April,17,7648,7918,15566,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,26/04/2018,York,,Thursday,2018,,April,17,6927,7239,14166,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,27/04/2018,York,,Friday,2018,,April,17,9361,9418,18779,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/04/2018,York,,Saturday,2018,,April,17,17402,16153,33555,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,29/04/2018,York,,Sunday,2018,,April,17,9986,8772,18758,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/05/2018,York,,Tuesday,2018,,May,18,6417,6017,12434,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/05/2018,York,,Wednesday,2018,,May,18,6227,5635,11862,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/05/2018,York,,Thursday,2018,,May,18,7049,6293,13342,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,04/05/2018,York,,Friday,2018,,May,18,8940,8357,17297,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,05/05/2018,York,,Saturday,2018,,May,18,16494,15024,31518,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,06/05/2018,York,,Sunday,2018,,May,18,13806,11870,25676,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,30/04/2018,York,,Monday,2018,,May,18,6887,6150,13037,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,07/05/2018,York,,Monday,2018,,May,19,10124,8818,18942,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,08/05/2018,York,,Tuesday,2018,,May,19,6741,5988,12729,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,09/05/2018,York,,Wednesday,2018,,May,19,7244,6310,13554,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,10/05/2018,York,,Thursday,2018,,May,19,7373,6388,13761,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,11/05/2018,York,,Friday,2018,,May,19,9210,8606,17816,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,12/05/2018,York,,Saturday,2018,,May,19,15981,14242,30223,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,13/05/2018,York,,Sunday,2018,,May,19,9602,8422,18024,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,14/05/2018,York,,Monday,2018,,May,20,7480,6786,14266,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,15/05/2018,York,,Tuesday,2018,,May,20,7633,6882,14515,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,16/05/2018,York,,Wednesday,2018,,May,20,7056,6448,13504,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,17/05/2018,York,,Thursday,2018,,May,20,7613,6752,14365,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,18/05/2018,York,,Friday,2018,,May,20,10090,9011,19101,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,19/05/2018,York,,Saturday,2018,,May,20,15468,13924,29392,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,20/05/2018,York,,Sunday,2018,,May,20,10499,9350,19849,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,21/05/2018,York,,Monday,2018,,May,21,7888,7086,14974,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,22/05/2018,York,,Tuesday,2018,,May,21,7841,7089,14930,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,23/05/2018,York,,Wednesday,2018,,May,21,8157,6949,15106,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,24/05/2018,York,,Thursday,2018,,May,21,8863,7728,16591,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,25/05/2018,York,,Friday,2018,,May,21,8615,8294,16909,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,26/05/2018,York,,Saturday,2018,,May,21,15373,13512,28885,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,27/05/2018,York,,Sunday,2018,,May,21,15438,12940,28378,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,01/06/2018,York,,Friday,2018,,June,22,13450,11961,25411,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,02/06/2018,York,,Saturday,2018,,June,22,15752,14687,30439,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,03/06/2018,York,,Sunday,2018,,June,22,10285,9068,19353,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,28/05/2018,York,,Monday,2018,,June,22,12903,11229,24132,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,29/05/2018,York,,Tuesday,2018,,June,22,12070,10487,22557,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,30/05/2018,York,,Wednesday,2018,,June,22,11519,9926,21445,,,,,,,-1.08368523748903,53.9608403650247,5
Stonegate,31/05/2018,York,,Thursday,2018,,June,22,10850,9797,20647,,,,,,,-1.08368523748903,53.9608403650247,5
